FFT-Momentaufnahme #1	FFT-Momentaufnahme #1	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung
		355.640				-0.489	19.203	14.726	-0.0117	0.458	0.352	
		355.650	100.63	99.26	1.37							
		355.660				-0.102	18.064	-128.609	-0.0024	0.431	-3.070	
		355.680				0.234	14.059	-259.182	0.0056	0.336	-6.188	
		355.700	100.09	99.26	0.83	0.460	7.697	-345.575	0.0110	0.184	-8.250	24.9
		355.720				0.542	0.236	-377.973	0.0129	0.006	-9.023	
		355.740				0.470	-7.422	-354.411	0.0112	-0.177	-8.461	
		355.750	98.82	99.25	-0.44							
		355.760				0.245	-13.941	-265.072	0.0058	-0.333	-6.328	
		355.780				-0.088	-18.025	-135.481	-0.0021	-0.430	-3.234	
		355.800	98.05	99.25	-1.21	-0.476	-19.360	8.836	-0.0114	-0.462	0.211	24.9
		355.820				-0.862	-17.671	150.208	-0.0206	-0.422	3.586	
		355.840				-1.183	-13.352	255.255	-0.0282	-0.319	6.094	
		355.850	98.12	99.25	-1.13							
		355.860				-1.396	-7.461	313.178	-0.0333	-0.178	7.477	
		355.880				-1.481	-0.825	335.758	-0.0354	-0.020	8.016	
		355.900	98.93	99.25	-0.32	-1.429	5.969	325.940	-0.0341	0.143	7.781	24.9
		355.920				-1.243	12.213	271.944	-0.0297	0.292	6.492	
		355.940				-0.941	16.847	171.806	-0.0225	0.402	4.102	
		355.950	100.13	99.25	0.88							
		355.960				-0.569	19.085	43.197	-0.0136	0.456	1.031	
		355.980				-0.178	18.575	-98.175	-0.0042	0.443	-2.344	
		356.000	100.67	99.25	1.42	0.174	15.158	-235.620	0.0042	0.362	-5.625	24.9
		356.020				0.429	9.150	-337.721	0.0102	0.218	-8.063	
		356.040				0.540	1.649	-381.900	0.0129	0.039	-9.117	
		356.050	99.19	99.25	-0.06							
		356.060				0.495	-6.126	-367.174	0.0118	-0.146	-8.766	
		356.080				0.295	-13.038	-289.616	0.0070	-0.311	-6.914	
		356.100	98.43	99.25	-0.83	-0.027	-17.711	-160.025	-6.3750E-4	-0.423	-3.820	24.9
		356.120				-0.413	-19.439	-11.781	-0.0099	-0.464	-0.281	
		356.140				-0.804	-18.182	130.573	-0.0192	-0.434	3.117	
		356.150	97.89	99.25	-1.36							
		356.160				-1.140	-14.216	243.474	-0.0272	-0.339	5.813	
		356.180				-1.373	-8.443	310.233	-0.0328	-0.202	7.406	
		356.200	98.46	99.25	-0.79	-1.478	-1.806	337.721	-0.0353	-0.043	8.062	24.9
		356.220				-1.445	5.066	329.867	-0.0345	0.121	7.875	
		356.240				-1.275	11.388	280.780	-0.0305	0.272	6.703	
		356.250	99.45	99.25	0.20							
		356.260				-0.990	16.297	189.477	-0.0236	0.389	4.523	
		356.280				-0.624	18.967	62.832	-0.0149	0.453	1.500	
		356.300	100.61	99.26	1.36	-0.231	18.810	-80.503	-0.0055	0.449	-1.922	24.9
		356.320				0.129	15.747	-217.948	0.0031	0.376	-5.203	
		356.340				0.399	10.092	-322.995	0.0095	0.241	-7.711	
		356.350	99.87	99.25	0.61							
		356.360				0.533	2.827	-376.010	0.0127	0.068	-8.977	
		356.380				0.512	-4.948	-374.046	0.0122	-0.118	-8.930	
		356.400	98.96	99.25	-0.30	0.335	-12.134	-305.324	0.0080	-0.290	-7.289	24.9
		356.420				0.027	-17.161	-178.678	6.3750E-4	-0.410	-4.266	
		356.440				-0.352	-19.282	-34.361	-0.0084	-0.460	-0.820	
		356.450	97.96	99.25	-1.29							
		356.460				-0.745	-18.535	107.011	-0.0178	-0.442	2.555	
		356.480				-1.093	-15.001	228.747	-0.0261	-0.358	5.461	
		356.500	98.04	99.25	-1.21	-1.345	-9.386	302.379	-0.0321	-0.224	7.219	24.9
		356.520				-1.469	-2.906	331.831	-0.0351	-0.069	7.922	
		356.540				-1.461	3.888	331.831	-0.0349	0.093	7.922	
		356.550	99.06	99.25	-0.19							
		356.560				-1.313	10.367	291.579	-0.0314	0.248	6.961	
		356.580				-1.046	15.551	207.149	-0.0250	0.371	4.945	
		356.600	99.94	99.26	0.68	-0.691	18.653	86.394	-0.0165	0.445	2.063	24.9
		356.620				-0.300	19.007	-55.960	-0.0072	0.454	-1.336	
		356.640				0.069	16.415	-194.386	0.0016	0.392	-4.641	
		356.650	100.55	99.25	1.30							
		356.660				0.357	11.231	-302.379	0.0085	0.268	-7.219	
		356.680				0.518	4.320	-368.156	0.0124	0.103	-8.789	
		356.700	99.34	99.26	0.09	0.529	-3.495	-379.937	0.0126	-0.083	-9.070	24.9
		356.720				0.379	-10.878	-322.013	0.0090	-0.260	-7.688	
		356.740				0.094	-16.376	-206.167	0.0022	-0.391	-4.922	
		356.750	98.29	99.25	-0.96							
		356.760				-0.276	-19.124	-62.832	-0.0066	-0.457	-1.500	
		356.780				-0.671	-18.889	81.485	-0.0160	-0.451	1.945	
		356.800	97.92	99.25	-1.33	-1.032	-15.865	207.149	-0.0246	-0.379	4.945	24.9
		356.820				-1.305	-10.603	291.579	-0.0312	-0.253	6.961	
		356.840				-1.456	-4.202	330.849	-0.0348	-0.100	7.898	
		356.850	98.57	99.26	-0.68							
		356.860				-1.473	2.631	337.721	-0.0352	0.063	8.063	
		356.880				-1.351	9.307	305.324	-0.0323	0.222	7.289	
		356.900	99.63	99.25	0.38	-1.101	14.844	224.820	-0.0263	0.354	5.367	24.9
		356.920				-0.757	18.300	107.992	-0.0181	0.437	2.578	
		356.940				-0.369	19.164	-27.489	-0.0088	0.458	-0.656	
		356.950	100.65	99.25	1.40							
		356.960				0.009	17.200	-170.824	2.2500E-4	0.411	-4.078	
		356.980				0.319	12.331	-293.543	0.0076	0.294	-7.008	
		357.000	99.64	99.26	0.38	0.503	5.459	-364.229	0.0120	0.130	-8.695	24.9
		357.020				0.537	-2.238	-381.900	0.0128	-0.053	-9.117	
		357.040				0.413	-9.817	-335.758	0.0099	-0.234	-8.016	
		357.050	98.80	99.26	-0.45							
		357.060				0.145	-15.669	-224.820	0.0034	-0.374	-5.367	
		357.080				-0.214	-18.810	-86.394	-0.0051	-0.449	-2.063	
		357.100	97.88	99.25	-1.37	-0.608	-19.124	57.923	-0.0145	-0.457	1.383	24.9
		357.120				-0.979	-16.493	189.477	-0.0234	-0.394	4.523	
		357.140				-1.268	-11.545	278.817	-0.0303	-0.276	6.656	
		357.150	98.14	99.25	-1.12							
		357.160				-1.440	-5.341	324.959	-0.0344	-0.128	7.758	
		357.180				-1.481	1.453	336.740	-0.0354	0.035	8.039	
		357.200	99.13	99.25	-0.12	-1.382	8.129	309.251	-0.0330	0.194	7.383	24.9
		357.220				-1.156	13.823	241.510	-0.0276	0.330	5.766	
		357.240				-0.829	17.789	135.481	-0.0198	0.425	3.234	
		357.250	100.13	99.25	0.88							
		357.260				-0.445	19.242	-0.982	-0.0106	0.459	-0.023	
		357.280				-0.060	17.750	-144.317	-0.0014	0.424	-3.445	
		357.300	100.40	99.25	1.15	0.265	13.470	-269.981	0.0063	0.322	-6.445	24.9
		357.320				0.479	6.951	-354.411	0.0114	0.166	-8.461	
		357.340				0.543	-0.707	-380.918	0.0130	-0.017	-9.094	
		357.350	99.20	99.25	-0.05							
		357.360				0.451	-8.286	-345.575	0.0108	-0.198	-8.250	
		357.380				0.212	-14.530	-251.328	0.0051	-0.347	-6.000	
		357.400	98.19	99.25	-1.06	-0.130	-18.339	-118.792	-0.0031	-0.438	-2.836	24.9
		357.420				-0.522	-19.282	27.489	-0.0125	-0.460	0.656	
		357.440				-0.902	-17.240	162.970	-0.0215	-0.412	3.891	
		357.450	97.90	99.26	-1.36							
		357.460				-1.211	-12.763	261.145	-0.0289	-0.305	6.234	
		357.480				-1.412	-6.794	317.105	-0.0337	-0.162	7.570	
		357.500	98.72	99.26	-0.54	-1.483	-0.079	336.740	-0.0354	-0.002	8.039	24.9
		357.520				-1.415	6.676	320.050	-0.0338	0.159	7.641	
		357.540				-1.216	12.723	262.127	-0.0290	0.304	6.258	
		357.550	99.42	99.25	0.17							
		357.560				-0.906	17.161	162.970	-0.0216	0.410	3.891	
		357.580				-0.529	19.242	32.398	-0.0126	0.459	0.773	
		357.600	100.74	99.26	1.48	-0.137	18.457	-116.828	-0.0033	0.441	-2.789	24.9
		357.620				0.209	14.569	-253.291	0.0050	0.348	-6.047	
		357.640				0.446	8.325	-342.630	0.0106	0.199	-8.180	
		357.650	99.90	99.25	0.65							
		357.660				0.542	0.864	-380.918	0.0129	0.021	-9.094	
		357.680				0.481	-6.912	-364.229	0.0115	-0.165	-8.695	
		357.700	98.68	99.25	-0.57	0.265	-13.705	-277.835	0.0063	-0.327	-6.633	24.9
		357.720				-0.068	-18.025	-142.354	-0.0016	-0.430	-3.398	
		357.740				-0.456	-19.399	3.927	-0.0109	-0.463	0.094	
		357.750	97.97	99.25	-1.28							
		357.760				-0.844	-17.868	144.317	-0.0201	-0.427	3.445	
		357.780				-1.170	-13.627	252.309	-0.0279	-0.325	6.023	
		357.800	98.24	99.25	-1.02	-1.389	-7.775	312.196	-0.0332	-0.186	7.453	24.9
		357.820				-1.481	-1.139	336.740	-0.0354	-0.027	8.039	
		357.840				-1.434	5.694	326.922	-0.0342	0.136	7.805	
		357.850	99.06	99.25	-0.19							
		357.860				-1.253	11.938	273.908	-0.0299	0.285	6.539	
		357.880				-0.957	16.650	178.678	-0.0228	0.398	4.266	
		357.900	100.28	99.26	1.02	-0.587	19.085	51.051	-0.0140	0.456	1.219	24.9
		357.920				-0.193	18.692	-95.230	-0.0046	0.446	-2.273	
		357.940				0.160	15.276	-231.693	0.0038	0.365	-5.531	
		357.950	100.56	99.26	1.31							
		357.960				0.418	9.425	-329.867	0.0100	0.225	-7.875	
		357.980				0.537	2.081	-379.937	0.0128	0.050	-9.070	
		358.000	99.08	99.26	-0.17	0.501	-5.773	-371.101	0.0120	-0.138	-8.859	24.9
		358.020				0.306	-12.763	-292.561	0.0073	-0.305	-6.984	
		358.040				-0.009	-17.475	-164.934	-2.2500E-4	-0.417	-3.938	
		358.050	98.29	99.25	-0.96							
		358.060				-0.393	-19.360	-19.635	-0.0094	-0.462	-0.469	
		358.080				-0.784	-18.261	122.719	-0.0187	-0.436	2.930	
		358.100	97.93	99.25	-1.32	-1.123	-14.451	236.601	-0.0268	-0.345	5.648	24.9
		358.120				-1.362	-8.796	304.342	-0.0325	-0.210	7.266	
		358.140				-1.475	-2.278	333.794	-0.0352	-0.054	7.969	
		358.150	98.57	99.25	-0.68							
		358.160				-1.453	4.555	329.867	-0.0347	0.109	7.875	
		358.180				-1.293	10.917	284.707	-0.0309	0.261	6.797	
		358.200	99.61	99.25	0.36	-1.016	15.944	196.350	-0.0243	0.381	4.688	24.9
		358.220				-0.655	18.771	73.631	-0.0156	0.448	1.758	
		358.240				-0.265	18.889	-65.777	-0.0063	0.451	-1.570	
		358.250	100.64	99.26	1.38							
		358.260				0.101	16.140	-205.185	0.0024	0.385	-4.898	
		358.280				0.380	10.681	-315.141	0.0091	0.255	-7.523	
		358.300	99.67	99.26	0.42	0.528	3.534	-376.010	0.0126	0.084	-8.977	24.9
		358.320				0.522	-4.359	-378.955	0.0124	-0.104	-9.047	
		358.340				0.353	-11.624	-312.196	0.0084	-0.278	-7.453	
		358.350	98.52	99.26	-0.74							
		358.360				0.057	-16.847	-190.459	0.0013	-0.402	-4.547	
		358.380				-0.320	-19.242	-46.142	-0.0077	-0.459	-1.102	
		358.400	97.88	99.25	-1.37	-0.713	-18.692	96.211	-0.0170	-0.446	2.297	24.9
		358.420				-1.068	-15.394	218.930	-0.0255	-0.368	5.227	
		358.440				-1.329	-9.935	298.452	-0.0317	-0.237	7.125	
		358.450	98.36	99.25	-0.89							
		358.460				-1.466	-3.456	333.794	-0.0350	-0.083	7.969	
		358.480				-1.467	3.416	335.758	-0.0350	0.082	8.016	
		358.500	99.13	99.26	-0.13	-1.329	9.975	296.488	-0.0317	0.238	7.078	24.9
		358.520				-1.068	15.276	212.058	-0.0255	0.365	5.063	
		358.540				-0.718	18.457	94.248	-0.0171	0.441	2.250	
		358.550	100.49	99.25	1.24							
		358.560				-0.330	19.046	-42.215	-0.0079	0.455	-1.008	
		358.580				0.044	16.768	-182.605	0.0010	0.400	-4.359	
		358.600	100.40	99.25	1.15	0.341	11.742	-298.452	0.0081	0.280	-7.125	24.9
		358.620				0.514	4.830	-367.174	0.0123	0.115	-8.766	
		358.640				0.534	-2.945	-378.955	0.0127	-0.070	-9.047	
		358.650	99.02	99.25	-0.23							
		358.660				0.396	-10.328	-326.922	0.0094	-0.247	-7.805	
		358.680				0.121	-16.022	-217.948	0.0029	-0.382	-5.203	
		358.700	98.19	99.25	-1.07	-0.245	-19.046	-73.631	-0.0059	-0.455	-1.758	24.9
		358.720				-0.641	-18.967	73.631	-0.0153	-0.453	1.758	
		358.740				-1.004	-16.101	196.350	-0.0240	-0.384	4.688	
		358.750	97.99	99.25	-1.26							
		358.760				-1.285	-11.113	281.762	-0.0307	-0.265	6.727	
		358.780				-1.448	-4.830	327.904	-0.0346	-0.115	7.828	
		358.800	98.71	99.25	-0.54	-1.478	2.003	337.721	-0.0353	0.048	8.062	24.9
		358.820				-1.368	8.679	307.287	-0.0327	0.207	7.336	
		358.840				-1.131	14.294	233.656	-0.0270	0.341	5.578	
		358.850	99.80	99.25	0.55							
		358.860				-0.796	18.025	122.719	-0.0190	0.430	2.930	
		358.880				-0.410	19.203	-12.763	-0.0098	0.458	-0.305	
		358.900	100.72	99.25	1.47	-0.028	17.514	-156.098	-6.7500E-4	0.418	-3.727	24.9
		358.920				0.291	12.959	-280.780	0.0069	0.309	-6.703	
		358.940				0.490	6.283	-358.338	0.0117	0.150	-8.555	
		358.950	99.48	99.25	0.23							
		358.960				0.542	-1.374	-380.918	0.0129	-0.033	-9.094	
		358.980				0.435	-8.954	-342.630	0.0104	-0.214	-8.180	
		359.000	98.70	99.25	-0.55	0.184	-15.080	-241.510	0.0044	-0.360	-5.766	24.9
		359.020				-0.168	-18.614	-104.065	-0.0040	-0.444	-2.484	
		359.040				-0.561	-19.242	42.215	-0.0134	-0.459	1.008	
		359.050	97.89	99.25	-1.36							
		359.060				-0.938	-16.925	174.751	-0.0224	-0.404	4.172	
		359.080				-1.238	-12.252	270.963	-0.0296	-0.293	6.469	
		359.100	98.22	99.25	-1.04	-1.428	-6.087	323.977	-0.0341	-0.145	7.734	24.9
		359.120				-1.481	0.707	337.721	-0.0354	0.017	8.062	
		359.140				-1.400	7.422	317.105	-0.0334	0.177	7.570	
		359.150	99.19	99.25	-0.06							
		359.160				-1.184	13.391	253.291	-0.0283	0.320	6.047	
		359.180				-0.864	17.554	147.262	-0.0206	0.419	3.516	
		359.200	100.26	99.25	1.01	-0.482	19.282	12.763	-0.0115	0.460	0.305	24.9
		359.220				-0.093	18.064	-132.536	-0.0022	0.431	-3.164	
		359.240				0.240	13.980	-262.127	0.0057	0.334	-6.258	
		359.250	100.23	99.25	0.98							
		359.260				0.467	7.579	-350.484	0.0111	0.181	-8.367	
		359.280				0.543	-0.039	-382.882	0.0130	-9.375E-4	-9.141	
		359.300	99.09	99.25	-0.17	0.465	-7.736	-356.375	0.0111	-0.185	-8.508	24.9
		359.320				0.234	-14.294	-262.127	0.0056	-0.341	-6.258	
		359.340				-0.107	-18.221	-125.664	-0.0026	-0.435	-3.000	
		359.350	98.08	99.25	-1.17							
		359.360				-0.495	-19.321	18.653	-0.0118	-0.461	0.445	
		359.380				-0.880	-17.475	155.116	-0.0210	-0.417	3.703	
		359.400	97.93	99.25	-1.32	-1.194	-13.116	257.218	-0.0285	-0.313	6.141	24.9
		359.420				-1.404	-7.186	315.141	-0.0335	-0.172	7.523	
		359.440				-1.481	-0.511	334.776	-0.0354	-0.012	7.992	
		359.450	98.85	99.25	-0.40							
		359.460				-1.425	6.205	322.013	-0.0340	0.148	7.687	
		359.480				-1.233	12.370	268.999	-0.0294	0.295	6.422	
		359.500	99.58	99.25	0.34	-0.930	16.965	169.842	-0.0222	0.405	4.055	24.9
		359.520				-0.554	19.164	38.288	-0.0132	0.458	0.914	
		359.540				-0.163	18.496	-106.029	-0.0039	0.442	-2.531	
		359.550	100.70	99.25	1.45							
		359.560				0.185	14.923	-240.528	0.0044	0.356	-5.742	
		359.580				0.434	8.875	-336.740	0.0103	0.212	-8.039	
		359.600	99.69	99.25	0.44	0.540	1.453	-379.937	0.0129	0.035	-9.070	24.9
		359.620				0.492	-6.322	-367.174	0.0117	-0.151	-8.766	
		359.640				0.287	-13.234	-286.671	0.0069	-0.316	-6.844	
		359.650	98.53	99.26	-0.72							
		359.660				-0.038	-17.789	-155.116	-9.0000E-4	-0.425	-3.703	
		359.680				-0.424	-19.439	-8.836	-0.0101	-0.464	-0.211	
		359.700	97.87	99.25	-1.38	-0.815	-18.143	134.500	-0.0195	-0.433	3.211	24.9
		359.720				-1.150	-14.059	248.382	-0.0275	-0.336	5.930	
		359.740				-1.378	-8.207	311.214	-0.0329	-0.196	7.430	
		359.750	98.34	99.25	-0.91							
		359.760				-1.478	-1.610	335.758	-0.0353	-0.038	8.016	
		359.780				-1.442	5.223	329.867	-0.0344	0.125	7.875	
		359.800	99.35	99.25	0.09	-1.269	11.585	279.798	-0.0303	0.277	6.680	24.9
		359.820				-0.979	16.415	184.569	-0.0234	0.392	4.406	
		359.840				-0.613	18.967	58.905	-0.0146	0.453	1.406	
		359.850	100.47	99.26	1.21							
		359.860				-0.220	18.771	-83.449	-0.0053	0.448	-1.992	
		359.880				0.138	15.629	-221.875	0.0033	0.373	-5.297	
		359.900	100.02	99.25	0.76	0.405	9.896	-325.940	0.0097	0.236	-7.781	24.9
		359.920				0.534	2.592	-376.991	0.0127	0.062	-9.000	
		359.940				0.509	-5.184	-372.083	0.0121	-0.124	-8.883	
		359.950	99.02	99.25	-0.23							
		359.960				0.327	-12.291	-301.397	0.0078	-0.293	-7.195	
		359.980				0.017	-17.240	-175.733	4.1250E-4	-0.412	-4.195	
		360.000	98.02	99.25	-1.23	-0.363	-19.321	-29.452	-0.0087	-0.461	-0.703	24.9
		360.020				-0.756	-18.418	112.901	-0.0180	-0.440	2.695	
		360.040				-1.100	-14.805	228.747	-0.0263	-0.353	5.461	
		360.050	97.98	99.25	-1.27							
		360.060				-1.348	-9.268	300.415	-0.0322	-0.221	7.172	
		360.080				-1.470	-2.788	334.776	-0.0351	-0.067	7.992	
		360.100	98.99	99.25	-0.25	-1.459	4.123	334.776	-0.0348	0.098	7.992	24.9
		360.120				-1.305	10.603	288.634	-0.0312	0.253	6.891	
		360.140				-1.035	15.669	202.240	-0.0247	0.374	4.828	
		360.150	99.81	99.25	0.56							
		360.160				-0.679	18.692	83.449	-0.0162	0.446	1.992	
		360.180				-0.287	19.007	-57.923	-0.0069	0.454	-1.383	
		360.200	100.62	99.26	1.37	0.082	16.376	-199.295	0.0019	0.391	-4.758	24.9
		360.220				0.368	11.035	-309.251	0.0088	0.263	-7.383	
		360.240				0.523	4.006	-372.083	0.0125	0.096	-8.883	
		360.250	99.47	99.25	0.22							
		360.260				0.528	-3.848	-378.955	0.0126	-0.092	-9.047	
		360.280				0.369	-11.153	-316.123	0.0088	-0.266	-7.547	
		360.300	98.38	99.25	-0.87	0.082	-16.493	-200.277	0.0019	-0.394	-4.781	24.9
		360.320				-0.291	-19.164	-57.923	-0.0069	-0.458	-1.383	
		360.340				-0.685	-18.810	87.376	-0.0164	-0.449	2.086	
		360.350	97.90	99.25	-1.36							
		360.360				-1.043	-15.669	211.076	-0.0249	-0.374	5.039	
		360.380				-1.312	-10.367	291.579	-0.0313	-0.248	6.961	
		360.400	98.50	99.26	-0.76	-1.458	-4.006	329.867	-0.0348	-0.096	7.875	24.9
		360.420				-1.472	2.827	335.758	-0.0351	0.067	8.016	
		360.440				-1.345	9.425	302.379	-0.0321	0.225	7.219	
		360.450	99.20	99.25	-0.05							
		360.460				-1.095	14.923	223.839	-0.0261	0.356	5.344	
		360.480				-0.748	18.378	106.029	-0.0179	0.439	2.531	
		360.500	100.62	99.25	1.37	-0.360	19.164	-32.398	-0.0086	0.458	-0.773	24.9
		360.520				0.019	17.082	-174.751	4.5000E-4	0.408	-4.172	
		360.540				0.324	12.174	-293.543	0.0077	0.291	-7.008	
		360.550	100.23	99.26	0.97							
		360.560				0.506	5.341	-364.229	0.0121	0.127	-8.695	
		360.580				0.537	-2.395	-380.918	0.0128	-0.057	-9.094	
		360.600	98.92	99.25	-0.33	0.410	-9.896	-331.831	0.0098	-0.236	-7.922	24.9
		360.620				0.141	-15.669	-223.839	0.0034	-0.374	-5.344	
		360.640				-0.217	-18.850	-85.412	-0.0052	-0.450	-2.039	
		360.650	98.08	99.26	-1.17							
		360.660				-0.613	-19.085	60.868	-0.0146	-0.456	1.453	
		360.680				-0.980	-16.415	190.459	-0.0234	-0.392	4.547	
		360.700	98.07	99.25	-1.18	-1.269	-11.467	277.835	-0.0303	-0.274	6.633	24.9
		360.720				-1.439	-5.301	322.013	-0.0344	-0.127	7.688	
		360.740				-1.481	1.414	336.740	-0.0354	0.034	8.039	
		360.750	98.85	99.25	-0.40							
		360.760				-1.382	8.168	311.214	-0.0330	0.195	7.430	
		360.780				-1.155	13.862	241.510	-0.0276	0.331	5.766	
		360.800	99.98	99.25	0.72	-0.828	17.829	134.500	-0.0198	0.426	3.211	24.9
		360.820				-0.441	19.242	-2.945	-0.0105	0.459	-0.070	
		360.840				-0.058	17.711	-145.299	-0.0014	0.423	-3.469	
		360.850	100.71	99.25	1.46							
		360.860				0.267	13.430	-269.981	0.0064	0.321	-6.445	
		360.880				0.479	6.912	-354.411	0.0114	0.165	-8.461	
		360.900	99.30	99.25	0.05	0.543	-0.746	-382.882	0.0130	-0.018	-9.141	24.9
		360.920				0.449	-8.404	-349.502	0.0107	-0.201	-8.344	
		360.940				0.207	-14.726	-252.309	0.0049	-0.352	-6.023	
		360.950	98.55	99.25	-0.71							
		360.960				-0.140	-18.496	-115.846	-0.0033	-0.442	-2.766	
		360.980				-0.533	-19.360	32.398	-0.0127	-0.462	0.773	
		361.000	97.86	99.25	-1.39	-0.914	-17.200	168.861	-0.0218	-0.411	4.031	24.9
		361.020				-1.221	-12.606	267.036	-0.0291	-0.301	6.375	
		361.040				-1.418	-6.519	321.032	-0.0339	-0.156	7.664	
		361.050	98.33	99.25	-0.92							
		361.060				-1.481	0.236	337.721	-0.0354	0.006	8.063	
		361.080				-1.409	6.990	320.050	-0.0336	0.167	7.641	
		361.100	99.33	99.25	0.07	-1.202	13.038	259.182	-0.0287	0.311	6.188	24.9
		361.120				-0.888	17.357	156.098	-0.0212	0.414	3.727	
		361.140				-0.507	19.282	21.598	-0.0121	0.460	0.516	
		361.150	100.45	99.25	1.19							
		361.160				-0.116	18.221	-124.682	-0.0028	0.435	-2.977	
		361.180				0.221	14.294	-255.255	0.0053	0.341	-6.094	
		361.200	100.04	99.26	0.78	0.456	8.011	-346.557	0.0109	0.191	-8.273	24.9
		361.220				0.542	0.432	-383.864	0.0129	0.010	-9.164	
		361.240				0.473	-7.343	-362.265	0.0113	-0.175	-8.648	
		361.250	99.02	99.26	-0.23							
		361.260				0.248	-14.059	-270.963	0.0059	-0.336	-6.469	
		361.280				-0.090	-18.182	-135.481	-0.0021	-0.434	-3.234	
		361.300	98.02	99.25	-1.24	-0.479	-19.478	11.781	-0.0114	-0.465	0.281	24.9
		361.320				-0.869	-17.711	155.116	-0.0207	-0.423	3.703	
		361.340				-1.188	-13.273	259.182	-0.0284	-0.317	6.188	
		361.350	98.17	99.25	-1.08							
		361.360				-1.400	-7.343	314.160	-0.0334	-0.175	7.500	
		361.380				-1.481	-0.707	335.758	-0.0354	-0.017	8.016	
		361.400	98.99	99.25	-0.26	-1.428	6.087	323.977	-0.0341	0.145	7.734	24.9
		361.420				-1.238	12.252	267.036	-0.0296	0.293	6.375	
		361.440				-0.938	16.768	168.861	-0.0224	0.400	4.031	
		361.450	100.17	99.26	0.92							
		361.460				-0.567	19.007	42.215	-0.0135	0.454	1.008	
		361.480				-0.178	18.457	-99.157	-0.0042	0.441	-2.367	
		361.500	100.62	99.25	1.36	0.171	15.040	-232.674	0.0041	0.359	-5.555	24.9
		361.520				0.424	9.150	-328.886	0.0101	0.218	-7.852	
		361.540				0.537	1.885	-375.028	0.0128	0.045	-8.953	
		361.550	99.16	99.26	-0.10							
		361.560				0.500	-5.851	-369.137	0.0119	-0.140	-8.813	
		361.580				0.303	-12.881	-293.543	0.0072	-0.308	-7.008	
		361.600	98.40	99.25	-0.86	-0.016	-17.593	-162.970	-3.7500E-4	-0.420	-3.891	24.9
		361.620				-0.401	-19.399	-15.708	-0.0096	-0.463	-0.375	
		361.640				-0.792	-18.221	125.664	-0.0189	-0.435	3.000	
		361.650	97.90	99.26	-1.36							
		361.660				-1.129	-14.373	239.547	-0.0270	-0.343	5.719	
		361.680				-1.367	-8.639	308.269	-0.0326	-0.206	7.359	
		361.700	98.49	99.25	-0.76	-1.475	-2.042	335.758	-0.0352	-0.049	8.016	24.9
		361.720				-1.448	4.791	330.849	-0.0346	0.114	7.898	
		361.740				-1.283	11.192	283.725	-0.0306	0.267	6.773	
		361.750	99.50	99.25	0.25							
		361.760				-1.001	16.140	191.441	-0.0239	0.385	4.570	
		361.780				-0.638	18.850	67.741	-0.0152	0.450	1.617	
		361.800	100.63	99.26	1.37	-0.247	18.850	-72.649	-0.0059	0.450	-1.734	24.9
		361.820				0.116	15.944	-213.039	0.0028	0.381	-5.086	
		361.840				0.391	10.328	-319.068	0.0093	0.247	-7.617	
		361.850	99.81	99.25	0.55							
		361.860				0.529	3.181	-372.083	0.0126	0.076	-8.883	
		361.880				0.518	-4.555	-374.046	0.0124	-0.109	-8.930	
		361.900	98.92	99.25	-0.33	0.347	-11.781	-309.251	0.0083	-0.281	-7.383	24.9
		361.920				0.047	-16.925	-186.532	0.0011	-0.404	-4.453	
		361.940				-0.330	-19.242	-41.233	-0.0079	-0.459	-0.984	
		361.950	97.94	99.25	-1.31							
		361.960				-0.723	-18.575	100.138	-0.0173	-0.443	2.391	
		361.980				-1.073	-15.237	218.930	-0.0256	-0.364	5.227	
		362.000	98.06	99.25	-1.19	-1.332	-9.817	297.470	-0.0318	-0.234	7.102	24.9
		362.020				-1.466	-3.338	333.794	-0.0350	-0.080	7.969	
		362.040				-1.466	3.534	334.776	-0.0350	0.084	7.992	
		362.050	99.08	99.25	-0.17							
		362.060				-1.324	10.053	295.506	-0.0316	0.240	7.055	
		362.080				-1.063	15.355	214.021	-0.0254	0.367	5.109	
		362.100	99.99	99.25	0.74	-0.710	18.614	94.248	-0.0170	0.444	2.250	24.9
		362.120				-0.319	19.124	-47.124	-0.0076	0.457	-1.125	
		362.140				0.055	16.729	-190.459	0.0013	0.399	-4.547	
		362.150	100.52	99.25	1.27							
		362.160				0.350	11.506	-305.324	0.0084	0.275	-7.289	
		362.180				0.515	4.516	-369.137	0.0123	0.108	-8.812	
		362.200	99.30	99.25	0.05	0.531	-3.259	-378.955	0.0127	-0.078	-9.047	24.9
		362.220				0.385	-10.642	-322.995	0.0092	-0.254	-7.711	
		362.240				0.105	-16.179	-210.094	0.0025	-0.386	-5.016	
		362.250	98.27	99.25	-0.98							
		362.260				-0.262	-19.046	-68.722	-0.0063	-0.455	-1.641	
		362.280				-0.657	-18.928	76.576	-0.0157	-0.452	1.828	
		362.300	97.87	99.25	-1.38	-1.019	-15.983	203.222	-0.0243	-0.382	4.852	24.9
		362.320				-1.296	-10.799	286.671	-0.0309	-0.258	6.844	
		362.340				-1.451	-4.516	327.904	-0.0347	-0.108	7.828	
		362.350	98.61	99.25	-0.64							
		362.360				-1.477	2.317	336.740	-0.0353	0.055	8.039	
