Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,011	1,429	46,810	2,6250E-4	0,034	1,117	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	1,005	13,917	95,504	0,0240	0,332	2,280	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000	0,550	0,000	0,000	0,000	0,0000	0,000	0,000
0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,143	4,791	75,555	0,0034	0,114	1,804	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	1,822	18,473	82,938	0,0435	0,441	1,980	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	0,000	0,0000	0,000	0,000	0,600	0,000	0,000	1,571	0,0000	0,000	0,037	0,600	0,000	0,000	0,000	0,0000	0,000	0,000
0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,490	8,985	75,241	0,0117	0,215	1,796	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	2,853	22,211	58,277	0,0681	0,530	1,391	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,000	0,000	0,0000	0,000	0,000	0,650	0,000	0,157	6,440	0,0000	0,004	0,154	0,650	0,000	0,000	0,000	0,0000	0,000	0,000
0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	1,041	12,315	63,146	0,0249	0,294	1,508	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	2,513	0,0000	0,000	0,060	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	4,043	24,300	19,792	0,0965	0,580	0,473	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	1,100	0,0000	0,000	0,026	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,000	0,000	0,000	0,0000	0,000	0,000	0,700	0,016	0,644	15,551	3,7500E-4	0,015	0,371	0,700	0,000	0,000	0,000	0,0000	0,000	0,000
0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	1,722	15,300	64,717	0,0411	0,365	1,545	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,000	0,251	27,018	0,0000	0,006	0,645	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	5,283	24,190	-15,865	0,1261	0,578	-0,379	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,000	0,110	20,263	0,0000	0,003	0,484	0,750	0,000	0,000	3,613	0,0000	0,000	0,086	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,000	0,000	0,000	0,0000	0,000	0,000	0,750	0,064	1,712	38,327	0,0015	0,041	0,915	0,750	0,000	0,000	0,000	0,0000	0,000	0,000
0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	2,571	18,787	56,863	0,0614	0,449	1,357	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	0,025	2,702	76,969	6,0000E-4	0,064	1,837	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	6,462	22,714	-30,945	0,1543	0,542	-0,739	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	0,011	2,026	72,100	2,6250E-4	0,048	1,721	0,800	0,000	0,361	38,642	0,0000	0,009	0,922	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	0,000	0,000	0,942	0,0000	0,000	0,022	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,800	0,187	4,477	71,471	0,0045	0,107	1,706	0,800	0,000	0,000	0,000	0,0000	0,000	0,000
0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,850	3,600	20,986	25,447	0,0859	0,501	0,607	0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,850	0,270	7,948	103,830	0,0064	0,190	2,479	0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,850	7,554	21,096	-35,500	0,1803	0,504	-0,847	0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,850	0,203	7,320	115,768	0,0048	0,175	2,764	0,850	0,036	3,864	97,861	8,6250E-4	0,092	2,336	0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,850	0,000	0,094	5,969	0,0000	0,002	0,142	0,850	0,000	0,000	5,027	0,0000	0,000	0,120	0,850	0,000	0,000	0,785	0,0000	0,000	0,019	0,850	0,512	8,859	84,038	0,0122	0,211	2,006	0,850	0,000	0,000	0,000	0,0000	0,000	0,000
0,900	0,000	0,000	0,000	0,0000	0,000	0,000	0,900	0,000	0,000	0,000	0,0000	0,000	0,000	0,900	0,000	0,000	0,000	0,0000	0,000	0,000	0,900	4,670	21,331	1,257	0,1115	0,509	0,030	0,900	0,000	0,000	0,000	0,0000	0,000	0,000	0,900	0,820	13,085	76,184	0,0196	0,312	1,819	0,900	0,000	0,000	0,000	0,0000	0,000	0,000	0,900	0,000	0,000	0,785	0,0000	0,000	0,019	0,900	8,572	19,164	-39,113	0,2046	0,458	-0,934	0,900	0,000	0,000	0,000	0,0000	0,000	0,000	0,900	0,000	0,000	0,000	0,0000	0,000	0,000	0,900	0,000	0,000	0,000	0,0000	0,000	0,000	0,900	0,743	13,603	114,668	0,0177	0,325	2,738	0,900	0,386	10,147	111,370	0,0092	0,242	2,659	0,900	0,000	0,000	0,785	0,0000	0,000	0,019	0,900	0,009	0,597	25,604	2,2500E-4	0,014	0,611	0,900	0,000	0,503	38,799	0,0000	0,012	0,926	0,900	0,000	0,079	8,796	0,0000	0,002	0,210	0,900	1,073	12,881	67,230	0,0256	0,308	1,605	0,900	0,000	0,000	0,000	0,0000	0,000	0,000
0,950	0,000	0,000	0,000	0,0000	0,000	0,000	0,950	0,000	0,000	0,000	0,0000	0,000	0,000	0,950	0,000	0,000	0,000	0,0000	0,000	0,000	0,950	5,733	21,112	-4,712	0,1369	0,504	-0,113	0,950	0,000	0,000	0,000	0,0000	0,000	0,000	0,950	1,579	15,567	32,673	0,0377	0,372	0,780	0,950	0,000	0,000	0,000	0,0000	0,000	0,000	0,950	0,000	0,079	6,912	0,0000	0,002	0,165	0,950	9,470	17,185	-29,688	0,2261	0,410	-0,709	0,950	0,000	0,000	0,000	0,0000	0,000	0,000	0,950	0,000	0,000	0,000	0,0000	0,000	0,000	0,950	0,000	0,000	0,000	0,0000	0,000	0,000	0,950	1,563	18,787	105,243	0,0373	0,448	2,513	0,950	1,051	15,001	79,954	0,0251	0,358	1,909	0,950	0,000	0,079	4,398	0,0000	0,002	0,105	0,950	0,060	2,655	59,219	0,0014	0,063	1,414	0,950	0,050	3,880	88,436	0,0012	0,093	2,111	0,950	0,008	0,880	39,270	1,8750E-4	0,021	0,938	0,950	1,800	15,582	42,097	0,0430	0,372	1,005	0,950	0,000	0,000	0,000	0,0000	0,000	0,000
1,000	0,000	0,000	0,000	0,0000	0,000	0,000	1,000	0,000	0,000	0,000	0,0000	0,000	0,000	1,000	0,000	0,000	0,000	0,0000	0,000	0,000	1,000	6,781	20,860	-7,069	0,1619	0,498	-0,169	1,000	0,000	0,000	0,000	0,0000	0,000	0,000	1,000	2,377	16,352	28,117	0,0567	0,390	0,671	1,000	0,000	0,000	0,628	0,0000	0,000	0,015	1,000	0,008	0,691	26,861	1,8750E-4	0,017	0,641	1,000	10,290	16,195	-6,440	0,2457	0,387	-0,154	1,000	0,000	0,000	0,000	0,0000	0,000	0,000	1,000	0,000	0,000	2,042	0,0000	0,000	0,049	1,000	0,000	0,000	0,000	0,0000	0,000	0,000	1,000	2,622	24,127	99,746	0,0626	0,576	2,381	1,000	1,887	18,143	60,004	0,0450	0,433	1,432	1,000	0,008	0,440	27,175	1,8750E-4	0,011	0,649	1,000	0,275	6,519	74,456	0,0066	0,156	1,777	1,000	0,388	9,346	95,819	0,0093	0,223	2,287	1,000	0,088	4,006	90,635	0,0021	0,096	2,164	1,000	2,631	17,090	23,248	0,0628	0,408	0,555	1,000	0,000	0,000	0,000	0,0000	0,000	0,000
1,050	0,000	0,000	0,628	0,0000	0,000	0,015	1,050	0,000	0,000	0,000	0,0000	0,000	0,000	1,050	0,000	0,000	0,000	0,0000	0,000	0,000	1,050	7,819	20,405	-19,164	0,1867	0,487	-0,458	1,050	0,000	0,000	0,000	0,0000	0,000	0,000	1,050	3,214	18,378	47,438	0,0767	0,439	1,132	1,050	0,000	0,063	6,440	0,0000	0,001	0,154	1,050	0,069	2,765	52,779	0,0016	0,066	1,260	1,050	11,090	16,540	5,655	0,2647	0,395	0,135	1,050	0,000	0,000	5,498	0,0000	0,000	0,131	1,050	0,000	0,204	22,462	0,0000	0,005	0,536	1,050	0,000	0,000	0,000	0,0000	0,000	0,000	1,050	3,976	28,761	65,816	0,0949	0,687	1,571	1,050	2,865	21,002	52,936	0,0684	0,501	1,264	1,050	0,044	2,796	60,790	0,0010	0,067	1,451	1,050	0,712	10,100	57,648	0,0170	0,241	1,376	1,050	0,985	13,462	63,774	0,0235	0,321	1,522	1,050	0,408	9,943	119,381	0,0097	0,237	2,850	1,050	3,509	17,907	19,007	0,0838	0,427	0,454	1,050	0,000	0,000	0,000	0,0000	0,000	0,000
1,100	0,000	0,063	15,708	0,0000	0,001	0,375	1,100	0,000	0,000	0,000	0,0000	0,000	0,000	1,100	0,000	0,000	0,000	0,0000	0,000	0,000	1,100	8,822	18,944	-28,431	0,2106	0,452	-0,679	1,100	0,000	0,000	0,157	0,0000	0,000	0,004	1,100	4,214	21,096	44,611	0,1006	0,504	1,065	1,100	0,006	0,644	26,389	1,5000E-4	0,015	0,630	1,100	0,284	5,969	66,288	0,0068	0,142	1,582	1,100	11,944	16,760	-10,681	0,2851	0,400	-0,255	1,100	0,000	0,550	39,898	0,0000	0,013	0,952	1,100	0,020	2,246	58,591	4,8750E-4	0,054	1,399	1,100	0,000	0,000	1,728	0,0000	0,000	0,041	1,100	5,498	30,709	16,336	0,1312	0,733	0,390	1,100	3,987	23,436	39,427	0,0952	0,559	0,941	1,100	0,287	6,519	52,779	0,0069	0,156	1,260	1,100	1,285	12,284	40,055	0,0307	0,293	0,956	1,100	1,734	15,724	40,369	0,0414	0,375	0,964	1,100	1,082	15,944	99,274	0,0258	0,381	2,370	1,100	4,422	18,991	15,080	0,1056	0,453	0,360	1,100	0,000	0,000	0,157	0,0000	0,000	0,004
1,150	0,006	1,571	44,925	1,5000E-4	0,037	1,072	1,150	0,000	0,000	0,000	0,0000	0,000	0,000	1,150	0,000	0,000	1,100	0,0000	0,000	0,026	1,150	9,714	17,562	-24,190	0,2319	0,419	-0,578	1,150	0,000	0,016	0,314	0,0000	3,750E-4	0,008	1,150	5,323	22,839	20,735	0,1271	0,545	0,495	1,150	0,064	2,702	57,334	0,0015	0,064	1,369	1,150	0,666	9,393	69,900	0,0159	0,224	1,669	1,150	12,766	15,472	-37,542	0,3048	0,369	-0,896	1,150	0,055	3,990	94,719	0,0013	0,095	2,261	1,150	0,225	6,063	74,142	0,0054	0,145	1,770	1,150	0,000	0,173	22,148	0,0000	0,004	0,529	1,150	7,047	30,395	-20,106	0,1682	0,726	-0,480	1,150	5,209	24,944	16,650	0,1243	0,595	0,398	1,150	0,696	8,074	19,949	0,0166	0,193	0,476	1,150	1,940	14,106	34,558	0,0463	0,337	0,825	1,150	2,557	17,499	34,400	0,0610	0,418	0,821	1,150	2,003	19,871	64,403	0,0478	0,474	1,537	1,150	5,408	19,415	2,356	0,1291	0,463	0,056	1,150	0,000	0,016	6,754	0,0000	3,750E-4	0,161
1,200	0,157	4,555	58,434	0,0037	0,109	1,395	1,200	0,000	0,000	0,000	0,0000	0,000	0,000	1,200	0,000	0,110	3,613	0,0000	0,003	0,086	1,200	10,578	16,525	-28,589	0,2525	0,394	-0,682	1,200	0,002	0,031	1,885	3,7500E-5	7,500E-4	0,045	1,200	6,498	23,169	-8,639	0,1551	0,553	-0,206	1,200	0,276	6,377	78,854	0,0066	0,152	1,883	1,200	1,224	12,959	72,257	0,0292	0,309	1,725	1,200	13,492	13,006	-69,900	0,3221	0,311	-1,669	1,200	0,399	10,022	111,841	0,0095	0,239	2,670	1,200	0,627	9,660	67,230	0,0150	0,231	1,605	1,200	0,017	2,215	69,429	4,1250E-4	0,053	1,658	1,200	8,537	28,698	-46,181	0,2038	0,685	-1,102	1,200	6,481	25,101	-11,467	0,1547	0,599	-0,274	1,200	1,095	8,514	21,991	0,0261	0,203	0,525	1,200	2,695	15,739	30,631	0,0643	0,376	0,731	1,200	3,484	19,164	20,106	0,0832	0,458	0,480	1,200	3,069	22,384	40,527	0,0733	0,534	0,968	1,200	6,363	19,227	0,314	0,1519	0,459	0,008	1,200	0,002	0,675	35,971	3,7500E-5	0,016	0,859
1,250	0,462	7,414	48,066	0,0110	0,177	1,148	1,250	0,000	0,000	0,000	0,0000	0,000	0,000	1,250	0,011	0,361	6,440	2,6250E-4	0,009	0,154	1,250	11,366	14,703	-36,914	0,2713	0,351	-0,881	1,250	0,003	0,204	14,923	7,5000E-5	0,005	0,356	1,250	7,640	21,975	-29,845	0,1824	0,525	-0,713	1,250	0,702	10,587	82,310	0,0168	0,253	1,965	1,250	1,962	16,619	69,115	0,0468	0,397	1,650	1,250	14,066	8,482	-90,949	0,3358	0,203	-2,171	1,250	1,057	15,174	79,168	0,0252	0,362	1,890	1,250	1,191	12,786	58,434	0,0284	0,305	1,395	1,250	0,221	7,116	105,558	0,0053	0,170	2,520	1,250	9,916	25,777	-73,670	0,2367	0,615	-1,759	1,250	7,719	23,798	-26,075	0,1843	0,568	-0,623	1,250	1,547	10,273	37,228	0,0369	0,245	0,889	1,250	3,514	17,169	27,175	0,0839	0,410	0,649	1,250	4,474	19,509	5,655	0,1068	0,466	0,135	1,250	4,241	23,923	26,232	0,1012	0,571	0,626	1,250	7,331	19,446	-3,770	0,1750	0,464	-0,090	1,250	0,068	3,613	68,173	0,0016	0,086	1,628
1,300	0,898	9,362	30,631	0,0214	0,224	0,731	1,300	0,000	0,000	0,000	0,0000	0,000	0,000	1,300	0,036	0,754	15,708	8,6250E-4	0,018	0,375	1,300	12,048	12,833	-32,673	0,2876	0,306	-0,780	1,300	0,022	1,524	33,929	5,2500E-4	0,036	0,810	1,300	8,696	20,185	-42,412	0,2076	0,482	-1,013	1,300	1,335	14,608	77,126	0,0319	0,349	1,841	1,300	2,886	19,871	56,392	0,0689	0,474	1,346	1,300	14,340	3,911	-60,476	0,3423	0,093	-1,444	1,300	1,916	17,939	35,657	0,0458	0,428	0,851	1,300	1,905	15,504	44,925	0,0455	0,370	1,072	1,300	0,729	12,771	102,102	0,0174	0,305	2,437	1,300	11,115	21,331	-96,918	0,2653	0,509	-2,314	1,300	8,861	22,494	-23,719	0,2115	0,537	-0,566	1,300	2,122	12,237	26,389	0,0507	0,292	0,630	1,300	4,412	18,457	20,106	0,1053	0,441	0,480	1,300	5,435	19,729	17,593	0,1298	0,471	0,420	1,300	5,462	25,007	14,294	0,1304	0,597	0,341	1,300	8,308	18,850	-11,310	0,1983	0,450	-0,270	1,300	0,363	7,493	64,560	0,0087	0,179	1,541
1,350	1,398	10,477	19,321	0,0334	0,250	0,461	1,350	0,000	0,000	0,000	0,0000	0,000	0,000	1,350	0,086	1,932	36,285	0,0021	0,046	0,866	1,350	12,650	11,435	-32,830	0,3020	0,273	-0,784	1,350	0,156	3,597	50,580	0,0037	0,086	1,207	1,350	9,659	17,734	-56,706	0,2306	0,423	-1,354	1,350	2,163	18,300	66,916	0,0516	0,437	1,597	1,350	3,949	22,258	32,830	0,0943	0,531	0,784	1,350	14,458	2,435	-17,436	0,3451	0,058	-0,416	1,350	2,851	18,740	13,823	0,0681	0,447	0,330	1,350	2,741	17,279	27,803	0,0654	0,412	0,664	1,350	1,499	17,326	78,069	0,0358	0,414	1,864	1,350	12,050	16,085	-103,516	0,2877	0,384	-2,471	1,350	9,968	21,426	-32,987	0,2380	0,511	-0,788	1,350	2,771	12,912	6,754	0,0661	0,308	0,161	1,350	5,360	19,179	12,252	0,1279	0,458	0,292	1,350	6,447	21,269	28,117	0,1539	0,508	0,671	1,350	6,742	25,353	-5,184	0,1609	0,605	-0,124	1,350	9,216	18,315	-1,571	0,2200	0,437	-0,038	1,350	0,817	10,069	45,710	0,0195	0,240	1,091
1,400	1,946	11,294	13,352	0,0465	0,270	0,319	1,400	0,000	0,000	0,000	0,0000	0,000	0,000	1,400	0,229	4,383	57,334	0,0055	0,105	1,369	1,400	13,192	9,550	-45,710	0,3149	0,228	-1,091	1,400	0,382	6,582	78,226	0,0091	0,157	1,868	1,400	10,469	14,514	-61,418	0,2499	0,346	-1,466	1,400	3,165	21,300	49,323	0,0756	0,508	1,177	1,400	5,111	23,154	3,142	0,1220	0,553	0,075	1,400	14,583	2,168	-15,394	0,3481	0,052	-0,368	1,400	3,790	19,321	20,892	0,0905	0,461	0,499	1,400	3,633	18,284	16,808	0,0867	0,436	0,401	1,400	2,461	20,577	53,878	0,0588	0,491	1,286	1,400	12,723	10,980	-94,091	0,3037	0,262	-2,246	1,400	11,003	19,195	-54,193	0,2627	0,458	-1,294	1,400	3,413	12,912	2,670	0,0815	0,308	0,064	1,400	6,330	19,682	11,781	0,1511	0,470	0,281	1,400	7,562	22,541	9,425	0,1805	0,538	0,225	1,400	7,997	24,489	-16,022	0,1909	0,585	-0,382	1,400	10,139	18,692	0,785	0,2421	0,446	0,019	1,400	1,370	12,064	42,097	0,0327	0,288	1,005
1,450	2,527	11,812	12,095	0,0603	0,282	0,289	1,450	0,000	0,000	0,000	0,0000	0,000	0,000	1,450	0,525	7,665	72,257	0,0125	0,183	1,725	1,450	13,605	6,864	-50,737	0,3248	0,164	-1,211	1,450	0,814	11,420	91,106	0,0194	0,273	2,175	1,450	11,110	11,592	-49,951	0,2652	0,277	-1,192	1,450	4,293	23,232	25,761	0,1025	0,555	0,615	1,450	6,264	22,572	-16,179	0,1495	0,539	-0,386	1,450	14,674	0,895	-28,903	0,3503	0,021	-0,690	1,450	4,783	20,829	23,876	0,1142	0,497	0,570	1,450	4,569	18,960	10,053	0,1091	0,453	0,240	1,450	3,556	22,714	32,673	0,0849	0,542	0,780	1,450	13,148	6,676	-65,031	0,3139	0,159	-1,552	1,450	11,888	16,006	-66,602	0,2838	0,382	-1,590	1,450	4,062	13,179	5,969	0,0970	0,315	0,143	1,450	7,328	20,358	8,796	0,1749	0,486	0,210	1,450	8,701	22,211	-20,420	0,2077	0,530	-0,487	1,450	9,191	23,750	-23,091	0,2194	0,567	-0,551	1,450	11,085	18,394	-21,363	0,2646	0,439	-0,510	1,450	2,023	14,279	43,040	0,0483	0,341	1,028
1,500	3,127	12,504	12,095	0,0747	0,299	0,289	1,500	0,000	0,000	0,000	0,0000	0,000	0,000	1,500	0,996	11,608	78,383	0,0238	0,277	1,871	1,500	13,878	4,477	-43,511	0,3313	0,107	-1,039	1,500	1,524	15,692	64,717	0,0364	0,375	1,545	1,500	11,629	9,519	-37,228	0,2776	0,227	-0,889	1,500	5,488	23,876	-0,157	0,1310	0,570	-0,004	1,500	7,369	21,536	-27,803	0,1759	0,514	-0,664	1,500	14,673	-0,723	-24,033	0,3503	-0,017	-0,574	1,500	5,873	21,708	-1,414	0,1402	0,518	-0,034	1,500	5,529	19,289	6,440	0,1320	0,461	0,154	1,500	4,733	23,845	10,367	0,1130	0,569	0,248	1,500	13,391	4,477	-24,190	0,3197	0,107	-0,578	1,500	12,604	12,535	-70,843	0,3009	0,299	-1,691	1,500	4,731	13,509	2,670	0,1130	0,323	0,064	1,500	8,366	20,562	-4,712	0,1997	0,491	-0,112	1,500	9,783	20,499	-46,024	0,2336	0,489	-1,099	1,500	10,372	22,180	-50,894	0,2476	0,530	-1,215	1,500	11,979	16,556	-48,223	0,2860	0,395	-1,151	1,500	2,798	16,368	35,029	0,0668	0,391	0,836
