Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14
5,750;0,199;6,817;-13,195;0,0048;0,163;-0,315;5,750;-1,332;7,870;5,655;-0,0318;0,188;0,135;5,750;0,897;-3,393;-4,869;0,0214;-0,081;-0,116;5,750;1,329;-2,073;-11,467;0,0317;-0,050;-0,274;5,750;1,483;0,895;-20,263;0,0354;0,021;-0,484;5,750;0,763;5,529;-17,593;0,0182;0,132;-0,420;5,750;1,420;1,131;-20,263;0,0339;0,027;-0,484;5,750;1,060;4,398;-19,792;0,0253;0,105;-0,473;5,750;-2,713;3,047;27,332;-0,0648;0,073;0,652;5,750;1,473;-2,011;-12,252;0,0352;-0,048;-0,292;5,750;1,381;2,906;-22,148;0,0330;0,069;-0,529;5,750;0,583;-3,597;-0,942;0,0139;-0,086;-0,022;5,750;1,480;-1,539;-13,509;0,0353;-0,037;-0,322;5,750;1,367;-2,262;-11,624;0,0326;-0,054;-0,277
5,800;0,525;6,079;-16,650;0,0125;0,145;-0,397;5,800;-0,931;8,011;0,471;-0,0222;0,191;0,011;5,800;0,721;-3,581;-2,670;0,0172;-0,085;-0,064;5,800;1,211;-2,592;-9,268;0,0289;-0,062;-0,221;5,800;1,502;-0,079;-18,064;0,0358;-0,002;-0,431;5,800;1,018;4,587;-19,792;0,0243;0,109;-0,472;5,800;1,450;0,157;-17,907;0,0346;0,004;-0,428;5,800;1,255;3,362;-21,049;0,0300;0,080;-0,502;5,800;-2,526;4,335;23,876;-0,0603;0,103;0,570;5,800;1,357;-2,592;-10,524;0,0324;-0,062;-0,251;5,800;1,499;1,791;-22,305;0,0358;0,043;-0,532;5,800;0,401;-3,581;1,571;0,0096;-0,085;0,037;5,800;1,385;-2,168;-11,467;0,0331;-0,052;-0,274;5,800;1,238;-2,796;-9,425;0,0295;-0,067;-0,225
5,850;0,807;5,152;-19,478;0,0193;0,123;-0,465;5,850;-0,531;7,917;-4,241;-0,0127;0,189;-0,101;5,850;0,539;-3,660;-0,314;0,0129;-0,087;-0,008;5,850;1,070;-3,000;-7,226;0,0255;-0,072;-0,173;5,850;1,475;-0,911;-15,237;0,0352;-0,022;-0,364;5,850;1,222;3,550;-21,206;0,0292;0,085;-0,506;5,850;1,436;-0,660;-15,080;0,0343;-0,016;-0,360;5,850;1,396;2,293;-21,363;0,0333;0,055;-0,510;5,850;-2,279;5,435;19,949;-0,0544;0,130;0,476;5,850;1,214;-3,063;-8,168;0,0290;-0,073;-0,195;5,850;1,560;0,675;-21,049;0,0372;0,016;-0,502;5,850;0,225;-3,440;3,613;0,0054;-0,082;0,086;5,850;1,263;-2,686;-9,111;0,0302;-0,064;-0,218;5,850;1,087;-3,204;-7,226;0,0259;-0,076;-0,173
5,900;1,040;4,131;-20,892;0,0248;0,099;-0,499;5,900;-0,140;7,587;-8,796;-0,0033;0,181;-0,210;5,900;0,355;-3,613;2,042;0,0085;-0,086;0,049;5,900;0,911;-3,314;-5,027;0,0218;-0,079;-0,120;5,900;1,411;-1,602;-12,881;0,0337;-0,038;-0,308;5,900;1,373;2,466;-21,677;0,0328;0,059;-0,518;5,900;1,384;-1,351;-12,881;0,0330;-0,032;-0,308;5,900;1,484;1,225;-20,735;0,0354;0,029;-0,495;5,900;-1,982;6,330;15,394;-0,0473;0,151;0,368;5,900;1,051;-3,409;-5,655;0,0251;-0,081;-0,135;5,900;1,566;-0,314;-18,064;0,0374;-0,008;-0,431;5,900;0,057;-3,220;5,341;0,0013;-0,077;0,128;5,900;1,117;-3,079;-7,069;0,0267;-0,074;-0,169;5,900;0,917;-3,519;-4,869;0,0219;-0,084;-0,116
5,950;1,221;3,063;-21,677;0,0291;0,073;-0,518;5,950;0,228;7,037;-12,566;0,0054;0,168;-0,300;5,950;0,178;-3,456;4,084;0,0042;-0,083;0,098;5,950;0,738;-3,503;-2,356;0,0176;-0,084;-0,056;5,950;1,315;-2,199;-10,996;0,0314;-0,053;-0,262;5,950;1,469;1,382;-21,049;0,0351;0,033;-0,503;5,950;1,301;-1,948;-11,153;0,0310;-0,047;-0,266;5,950;1,519;0,220;-18,850;0,0363;0,005;-0,450;5,950;-1,646;6,974;10,367;-0,0393;0,167;0,247;5,950;0,873;-3,629;-3,142;0,0209;-0,087;-0,075;5,950;1,528;-1,131;-15,237;0,0365;-0,027;-0,364;5,950;-0,097;-2,906;7,069;-0,0023;-0,069;0,169;5,950;0,955;-3,393;-5,027;0,0228;-0,081;-0,120;5,950;0,735;-3,691;-2,042;0,0175;-0,088;-0,049
6,000;1,346;1,963;-21,834;0,0321;0,047;-0,521;6,000;0,564;6,330;-15,865;0,0135;0,151;-0,379;6,000;0,009;-3,204;5,969;2,2500E-4;-0,077;0,143;6,000;0,561;-3,550;-0,157;0,0134;-0,085;-0,004;6,000;1,191;-2,702;-8,796;0,0284;-0,064;-0,210;6,000;1,511;0,361;-19,164;0,0361;0,009;-0,457;6,000;1,189;-2,466;-9,111;0,0284;-0,059;-0,217;6,000;1,506;-0,660;-16,179;0,0360;-0,016;-0,386;6,000;-1,285;7,367;5,498;-0,0307;0,176;0,131;6,000;0,688;-3,723;-0,785;0,0164;-0,089;-0,019;6,000;1,453;-1,838;-13,352;0,0347;-0,044;-0,319;6,000;-0,234;-2,513;8,325;-0,0056;-0,060;0,199;6,000;0,778;-3,581;-2,356;0,0186;-0,085;-0,056;6,000;0,548;-3,723;0,314;0,0131;-0,089;0,008
6,050;1,417;0,880;-20,892;0,0338;0,021;-0,499;6,050;0,861;5,451;-19,007;0,0205;0,130;-0,454;6,050;-0,143;-2,859;7,540;-0,0034;-0,068;0,180;6,050;0,383;-3,519;1,728;0,0092;-0,084;0,041;6,050;1,045;-3,079;-6,597;0,0249;-0,073;-0,158;6,050;1,505;-0,534;-16,493;0,0359;-0,013;-0,394;6,050;1,054;-2,859;-6,754;0,0252;-0,068;-0,161;6,050;1,453;-1,398;-13,666;0,0347;-0,033;-0,326;6,050;-0,909;7,524;0,785;-0,0217;0,180;0,019;6,050;0,501;-3,707;1,414;0,0120;-0,088;0,034;6,050;1,345;-2,466;-11,310;0,0321;-0,059;-0,270;6,050;-0,349;-2,073;9,111;-0,0083;-0,049;0,217;6,050;0,597;-3,629;-0,157;0,0143;-0,087;-0,004;6,050;0,363;-3,660;2,356;0,0087;-0,087;0,056
6,100;1,434;-0,126;-18,378;0,0342;-0,003;-0,439;6,100;1,109;4,430;-20,892;0,0265;0,106;-0,499;6,100;-0,276;-2,450;8,639;-0,0066;-0,058;0,206;6,100;0,209;-3,377;3,770;0,0050;-0,081;0,090;6,100;0,883;-3,362;-4,555;0,0211;-0,080;-0,109;6,100;1,458;-1,288;-13,823;0,0348;-0,031;-0,330;6,100;0,903;-3,142;-4,869;0,0216;-0,075;-0,116;6,100;1,367;-2,026;-11,467;0,0326;-0,048;-0,274;6,100;-0,533;7,446;-3,770;-0,0127;0,178;-0,090;6,100;0,317;-3,581;3,613;0,0076;-0,086;0,086;6,100;1,206;-2,969;-8,796;0,0288;-0,071;-0,210;6,100;-0,441;-1,602;9,582;-0,0105;-0,038;0,229;6,100;0,415;-3,597;1,885;0,0099;-0,086;0,045;6,100;0,182;-3,487;4,398;0,0043;-0,083;0,105
6,150;1,404;-0,958;-15,394;0,0335;-0,023;-0,368;6,150;1,304;3,362;-21,520;0,0311;0,080;-0,514;6,150;-0,388;-1,995;9,425;-0,0093;-0,048;0,225;6,150;0,046;-3,142;5,498;0,0011;-0,075;0,131;6,150;0,708;-3,534;-2,042;0,0169;-0,084;-0,049;6,150;1,376;-1,916;-11,781;0,0328;-0,046;-0,281;6,150;0,740;-3,346;-2,827;0,0177;-0,080;-0,068;6,150;1,250;-2,545;-9,425;0,0299;-0,061;-0,225;6,150;-0,165;7,147;-7,854;-0,0039;0,171;-0,188;6,150;0,143;-3,346;5,498;0,0034;-0,080;0,131;6,150;1,048;-3,346;-6,597;0,0250;-0,080;-0,158;6,150;-0,509;-1,115;9,896;-0,0122;-0,027;0,236;6,150;0,237;-3,440;4,084;0,0057;-0,082;0,098;6,150;0,014;-3,220;6,126;3,3750E-4;-0,077;0,146
6,200;1,338;-1,665;-13,195;0,0319;-0,040;-0,315;6,200;1,445;2,278;-21,991;0,0345;0,054;-0,525;6,200;-0,476;-1,508;10,053;-0,0114;-0,036;0,240;6,200;-0,105;-2,827;7,226;-0,0025;-0,068;0,173;6,200;0,529;-3,566;0,471;0,0126;-0,085;0,011;6,200;1,266;-2,466;-10,053;0,0302;-0,059;-0,240;6,200;0,569;-3,424;-0,157;0,0136;-0,082;-0,004;6,200;1,112;-2,969;-7,383;0,0266;-0,071;-0,176;6,200;0,182;6,660;-11,624;0,0043;0,159;-0,278;6,200;-0,017;-3,032;7,069;-4,1250E-4;-0,072;0,169;6,200;0,872;-3,629;-4,398;0,0208;-0,087;-0,105;6,200;-0,553;-0,613;9,582;-0,0132;-0,015;0,229;6,200;0,071;-3,189;5,969;0,0017;-0,076;0,143;6,200;-0,140;-2,875;7,697;-0,0033;-0,069;0,184
6,250;1,238;-2,278;-11,153;0,0295;-0,054;-0,266;6,250;1,532;1,162;-21,677;0,0366;0,028;-0,517;6,250;-0,539;-0,990;10,367;-0,0129;-0,024;0,248;6,250;-0,237;-2,419;8,482;-0,0057;-0,058;0,203;6,250;0,352;-3,487;2,513;0,0084;-0,083;0,060;6,250;1,129;-2,922;-7,697;0,0270;-0,070;-0,184;6,250;0,397;-3,362;2,042;0,0095;-0,080;0,049;6,250;0,953;-3,283;-5,027;0,0228;-0,078;-0,120;6,250;0,501;5,985;-14,923;0,0120;0,143;-0,356;6,250;-0,160;-2,639;8,482;-0,0038;-0,063;0,203;6,250;0,685;-3,786;-1,728;0,0163;-0,090;-0,041;6,250;-0,570;-0,157;8,011;-0,0136;-0,004;0,191;6,250;-0,082;-2,843;7,540;-0,0019;-0,068;0,180;6,250;-0,273;-2,450;8,954;-0,0065;-0,058;0,214
6,300;1,111;-2,780;-9,111;0,0265;-0,066;-0,218;6,300;1,561;0,110;-19,321;0,0373;0,003;-0,461;6,300;-0,575;-0,471;9,739;-0,0137;-0,011;0,232;6,300;-0,347;-1,979;9,111;-0,0083;-0,047;0,217;6,300;0,181;-3,314;4,241;0,0043;-0,079;0,101;6,300;0,974;-3,236;-5,341;0,0232;-0,077;-0,128;6,300;0,232;-3,220;3,456;0,0055;-0,077;0,082;6,300;0,784;-3,471;-2,827;0,0187;-0,083;-0,068;6,300;0,781;5,168;-17,279;0,0186;0,123;-0,412;6,300;-0,281;-2,183;9,425;-0,0067;-0,052;0,225;6,300;0,493;-3,801;0,785;0,0118;-0,091;0,019;6,300;-0,569;0,188;5,812;-0,0136;0,004;0,139;6,300;-0,214;-2,435;8,482;-0,0051;-0,058;0,202;6,300;-0,385;-1,979;9,739;-0,0092;-0,047;0,232
6,350;0,960;-3,189;-6,912;0,0229;-0,076;-0,165;6,350;1,543;-0,770;-16,336;0,0368;-0,018;-0,390;6,350;-0,586;-0,016;7,697;-0,0140;-3,750E-4;0,184;6,350;-0,435;-1,508;9,896;-0,0104;-0,036;0,236;6,350;0,020;-3,063;5,812;4,8750E-4;-0,073;0,139;6,350;0,806;-3,456;-3,142;0,0192;-0,083;-0,075;6,350;0,075;-3,016;5,027;0,0018;-0,072;0,120;6,350;0,606;-3,566;-0,628;0,0145;-0,085;-0,015;6,350;1,018;4,257;-19,164;0,0243;0,102;-0,457;6,350;-0,379;-1,696;10,053;-0,0090;-0,041;0,240;6,350;0,305;-3,707;2,670;0,0073;-0,089;0,064;6,350;-0,551;0,424;4,241;-0,0132;0,010;0,101;6,350;-0,325;-1,995;9,111;-0,0078;-0,048;0,217;6,350;-0,471;-1,477;10,210;-0,0113;-0,035;0,244
6,400;0,792;-3,471;-4,555;0,0189;-0,083;-0,109;6,400;1,484;-1,524;-14,137;0,0354;-0,036;-0,338;6,400;-0,576;0,298;5,341;-0,0138;0,007;0,128;6,400;-0,498;-0,990;10,367;-0,0119;-0,024;0,248;6,400;-0,126;-2,733;7,383;-0,0030;-0,065;0,176;6,400;0,628;-3,550;-0,785;0,0150;-0,085;-0,019;6,400;-0,069;-2,717;6,597;-0,0017;-0,065;0,158;6,400;0,427;-3,534;1,885;0,0102;-0,084;0,045;6,400;1,206;3,252;-20,577;0,0288;0,078;-0,491;6,400;-0,451;-1,178;10,210;-0,0108;-0,028;0,244;6,400;0,123;-3,534;4,712;0,0029;-0,084;0,113;6,400;-0,526;0,613;3,456;-0,0126;0,015;0,083;6,400;-0,413;-1,524;9,582;-0,0099;-0,036;0,229;6,400;-0,533;-0,958;10,524;-0,0127;-0,023;0,251
6,450;0,613;-3,644;-2,356;0,0146;-0,087;-0,056;6,450;1,390;-2,183;-11,938;0,0332;-0,052;-0,285;6,450;-0,556;0,518;3,927;-0,0133;0,012;0,094;6,450;-0,534;-0,471;9,582;-0,0127;-0,011;0,229;6,450;-0,253;-2,325;8,639;-0,0060;-0,056;0,206;6,450;0,451;-3,534;1,257;0,0108;-0,084;0,030;6,450;-0,196;-2,356;7,854;-0,0047;-0,056;0,188;6,450;0,253;-3,377;3,927;0,0060;-0,081;0,094;6,450;1,343;2,199;-21,049;0,0321;0,053;-0,503;6,450;-0,496;-0,675;9,739;-0,0118;-0,016;0,233;6,450;-0,049;-3,236;6,912;-0,0012;-0,077;0,165;6,450;-0,490;0,770;2,513;-0,0117;0,018;0,060;6,450;-0,478;-1,037;10,053;-0,0114;-0,025;0,240;6,450;-0,567;-0,424;9,896;-0,0135;-0,010;0,236
6,500;0,427;-3,707;3,286E-13;0,0102;-0,088;7,633E-15;6,500;1,266;-2,717;-9,739;0,0302;-0,065;-0,232;6,500;-0,525;0,691;2,985;-0,0125;0,016;0,071;6,500;-0,545;-0,031;7,540;-0,0130;-7,500E-4;0,180;6,500;-0,358;-1,869;9,425;-0,0086;-0,045;0,225;6,500;0,275;-3,424;3,299;0,0066;-0,082;0,079;6,500;-0,305;-1,932;8,796;-0,0073;-0,046;0,210;6,500;0,090;-3,142;5,341;0,0021;-0,075;0,128;6,500;1,426;1,147;-20,263;0,0340;0,027;-0,484;6,500;-0,518;-0,204;8,639;-0,0124;-0,005;0,206;6,500;-0,201;-2,843;8,168;-0,0048;-0,068;0,195;6,500;-0,449;0,864;1,728;-0,0107;0,021;0,041;6,500;-0,517;-0,518;9,582;-0,0123;-0,012;0,229;6,500;-0,575;0,031;7,697;-0,0137;7,500E-4;0,184
6,550;0,242;-3,644;2,513;0,0058;-0,087;0,060;6,550;1,118;-3,157;-7,540;0,0267;-0,075;-0,180;6,550;-0,487;0,817;2,356;-0,0116;0,019;0,056;6,550;-0,537;0,283;5,184;-0,0128;0,007;0,124;6,550;-0,440;-1,382;9,896;-0,0105;-0,033;0,236;6,550;0,108;-3,204;5,184;0,0026;-0,076;0,124;6,550;-0,390;-1,477;9,268;-0,0093;-0,035;0,221;6,550;-0,061;-2,843;6,754;-0,0015;-0,068;0,161;6,550;1,458;0,173;-17,907;0,0348;0,004;-0,427;6,550;-0,517;0,188;6,440;-0,0123;0,004;0,154;6,550;-0,333;-2,419;9,111;-0,0080;-0,058;0,217;6,550;-0,404;0,942;1,100;-0,0096;0,022;0,026;6,550;-0,529;-0,079;7,697;-0,0126;-0,002;0,184;6,550;-0,564;0,346;5,341;-0,0135;0,008;0,127
6,600;0,063;-3,456;4,555;0,0015;-0,083;0,109;6,600;0,950;-3,471;-5,027;0,0227;-0,083;-0,120;6,600;-0,443;0,927;1,728;-0,0106;0,022;0,041;6,600;-0,517;0,487;3,613;-0,0123;0,012;0,086;6,600;-0,496;-0,880;10,053;-0,0119;-0,021;0,240;6,600;-0,046;-2,906;6,754;-0,0011;-0,069;0,161;6,600;-0,452;-1,005;9,582;-0,0108;-0,024;0,229;6,600;-0,195;-2,466;8,168;-0,0046;-0,059;0,195;6,600;1,444;-0,644;-15,080;0,0345;-0,015;-0,360;6,600;-0,500;0,440;4,398;-0,0119;0,010;0,105;6,600;-0,443;-1,932;10,053;-0,0106;-0,046;0,240;6,600;-0,355;0,974;0,314;-0,0085;0,023;0,008;6,600;-0,525;0,251;5,655;-0,0125;0,006;0,135;6,600;-0,540;0,565;4,084;-0,0129;0,014;0,098
6,650;-0,104;-3,189;6,126;-0,0025;-0,076;0,146;6,650;0,771;-3,660;-2,827;0,0184;-0,087;-0,068;6,650;-0,394;0,990;0,942;-0,0094;0,024;0,022;6,650;-0,489;0,644;2,827;-0,0117;0,015;0,068;6,650;-0,528;-0,377;9,268;-0,0126;-0,009;0,221;6,650;-0,182;-2,529;8,011;-0,0044;-0,060;0,191;6,650;-0,490;-0,518;8,954;-0,0117;-0,012;0,214;6,650;-0,308;-2,026;9,111;-0,0073;-0,048;0,218;6,650;1,393;-1,335;-12,881;0,0333;-0,032;-0,308;6,650;-0,473;0,628;3,770;-0,0113;0,015;0,090;6,650;-0,526;-1,414;10,367;-0,0126;-0,034;0,248;6,650;-0,306;0,974;-0,314;-0,0073;0,023;-0,008;6,650;-0,504;0,487;4,084;-0,0120;0,012;0,098;6,650;-0,507;0,754;3,299;-0,0121;0,018;0,079
6,700;-0,256;-2,843;7,697;-0,0061;-0,068;0,184;6,700;0,584;-3,754;-0,628;0,0139;-0,090;-0,015;6,700;-0,344;1,021;0,314;-0,0082;0,024;0,007;6,700;-0,452;0,770;2,042;-0,0108;0,018;0,049;6,700;-0,534;0,047;7,226;-0,0128;0,001;0,173;6,700;-0,298;-2,105;8,796;-0,0071;-0,050;0,210;6,700;-0,504;-0,110;7,226;-0,0120;-0,003;0,173;6,700;-0,397;-1,555;9,582;-0,0095;-0,037;0,229;6,700;1,310;-1,932;-10,839;0,0313;-0,046;-0,259;6,700;-0,437;0,817;3,142;-0,0104;0,020;0,075;6,700;-0,584;-0,895;10,524;-0,0140;-0,021;0,251;6,700;-0,258;0,942;-1,100;-0,0062;0,023;-0,026;6,700;-0,476;0,660;3,299;-0,0114;0,016;0,079;6,700;-0,465;0,895;2,356;-0,0111;0,021;0,056
6,750;-0,388;-2,419;8,954;-0,0093;-0,058;0,214;6,750;0,396;-3,723;1,885;0,0094;-0,089;0,045;6,750;-0,292;1,021;-0,471;-0,0070;0,024;-0,011;6,750;-0,412;0,848;1,414;-0,0098;0,020;0,034;6,750;-0,523;0,346;5,027;-0,0125;0,008;0,120;6,750;-0,393;-1,649;9,582;-0,0094;-0,039;0,229;6,750;-0,501;0,204;5,341;-0,0120;0,005;0,127;6,750;-0,463;-1,068;9,896;-0,0111;-0,025;0,236;6,750;1,200;-2,419;-8,796;0,0286;-0,058;-0,210;6,750;-0,391;0,942;2,042;-0,0093;0,023;0,049;6,750;-0,616;-0,361;9,739;-0,0147;-0,009;0,232;6,750;-0,212;0,864;-1,885;-0,0051;0,021;-0,045;6,750;-0,438;0,817;2,670;-0,0105;0,019;0,064;6,750;-0,418;0,990;1,571;-0,0100;0,024;0,037
6,800;-0,498;-1,948;9,896;-0,0119;-0,046;0,236;6,800;0,212;-3,566;4,084;0,0051;-0,085;0,097;6,800;-0,242;0,974;-1,100;-0,0058;0,023;-0,026;6,800;-0,368;0,911;0,942;-0,0088;0,022;0,022;6,800;-0,500;0,550;3,456;-0,0119;0,013;0,083;6,800;-0,463;-1,147;10,053;-0,0111;-0,027;0,240;6,800;-0,484;0,424;3,770;-0,0116;0,010;0,090;6,800;-0,504;-0,565;9,739;-0,0120;-0,013;0,232;6,800;1,068;-2,812;-7,069;0,0255;-0,067;-0,169;6,800;-0,342;1,021;1,414;-0,0082;0,024;0,034;6,800;-0,620;0,079;7,540;-0,0148;0,002;0,180;6,800;-0,171;0,754;-2,199;-0,0041;0,018;-0,052;6,800;-0,394;0,927;1,885;-0,0094;0,022;0,045;6,800;-0,366;1,052;0,942;-0,0087;0,025;0,023
6,850;-0,583;-1,429;10,367;-0,0139;-0,034;0,247;6,850;0,039;-3,314;5,969;9,3750E-4;-0,079;0,142;6,850;-0,195;0,911;-1,414;-0,0046;0,022;-0,034;6,850;-0,320;0,942;0,314;-0,0076;0,022;0,008;6,850;-0,468;0,691;2,670;-0,0112;0,017;0,064;6,850;-0,507;-0,644;9,739;-0,0121;-0,015;0,232;6,850;-0,459;0,581;2,827;-0,0110;0,014;0,068;6,850;-0,520;-0,094;8,168;-0,0124;-0,002;0,195;6,850;0,919;-3,126;-5,027;0,0219;-0,075;-0,120;6,850;-0,289;1,084;0,628;-0,0069;0,026;0,015;6,850;-0,608;0,393;5,498;-0,0145;0,009;0,131;6,850;-0,137;0,644;-2,356;-0,0033;0,015;-0,056;6,850;-0,346;1,005;1,100;-0,0082;0,024;0,026;6,850;-0,313;1,084;0,157;-0,0075;0,026;0,004
6,900;-0,641;-0,911;10,367;-0,0153;-0,022;0,247;6,900;-0,119;-2,969;7,540;-0,0029;-0,071;0,180;6,900;-0,151;0,833;-1,885;-0,0036;0,020;-0,045;6,900;-0,273;0,942;-0,314;-0,0065;0,023;-0,007;6,900;-0,430;0,817;2,199;-0,0103;0,020;0,053;6,900;-0,528;-0,173;8,482;-0,0126;-0,004;0,202;6,900;-0,426;0,707;2,199;-0,0102;0,017;0,053;6,900;-0,514;0,251;5,655;-0,0123;0,006;0,135;6,900;0,756;-3,314;-2,670;0,0180;-0,079;-0,064;6,900;-0,234;1,084;-0,314;-0,0056;0,026;-0,007;6,900;-0,581;0,628;4,241;-0,0139;0,015;0,101;6,900;-0,107;0,518;-2,670;-0,0026;0,012;-0,064;6,900;-0,294;1,037;0,314;-0,0070;0,025;0,007;6,900;-0,258;1,068;-0,628;-0,0062;0,026;-0,015
6,950;-0,674;-0,393;9,582;-0,0161;-0,009;0,229;6,950;-0,258;-2,560;8,796;-0,0062;-0,061;0,210;6,950;-0,112;0,723;-2,356;-0,0027;0,017;-0,056;6,950;-0,226;0,911;-1,100;-0,0054;0,022;-0,026;6,950;-0,386;0,911;1,414;-0,0092;0,022;0,034;6,950;-0,525;0,204;6,126;-0,0125;0,005;0,146;6,950;-0,388;0,801;1,571;-0,0093;0,019;0,037;6,950;-0,495;0,471;3,927;-0,0118;0,011;0,094;6,950;0,587;-3,393;-0,471;0,0140;-0,081;-0,011;6,950;-0,181;1,052;-0,785;-0,0043;0,025;-0,019;6,950;-0,545;0,817;3,456;-0,0130;0,020;0,083;6,950;-0,085;0,377;-2,513;-0,0020;0,009;-0,060;6,950;-0,242;1,037;-0,471;-0,0058;0,025;-0,011;6,950;-0,206;1,021;-1,100;-0,0049;0,024;-0,026
7,000;-0,680;0,047;7,383;-0,0162;0,001;0,176;7,000;-0,375;-2,089;9,896;-0,0090;-0,050;0,236;7,000;-0,079;0,597;-2,670;-0,0019;0,014;-0,064;7,000;-0,182;0,833;-1,571;-0,0043;0,020;-0,038;7,000;-0,339;0,958;0,628;-0,0081;0,023;0,015;7,000;-0,507;0,440;4,241;-0,0121;0,011;0,101;7,000;-0,346;0,864;0,942;-0,0083;0,021;0,022;7,000;-0,467;0,644;2,985;-0,0111;0,015;0,071;7,000;0,416;-3,362;1,728;0,0099;-0,080;0,041;7,000;-0,129;1,005;-1,414;-0,0031;0,024;-0,034;7,000;-0,500;0,974;2,670;-0,0119;0,023;0,064;7,000;-0,069;0,267;-2,356;-0,0017;0,006;-0,056;7,000;-0,190;0,990;-1,100;-0,0045;0,024;-0,026;7,000;-0,156;0,958;-1,728;-0,0037;0,023;-0,041
7,050;-0,669;0,346;5,184;-0,0160;0,008;0,124;7,050;-0,467;-1,571;10,367;-0,0111;-0,037;0,247;7,050;-0,052;0,456;-2,827;-0,0012;0,011;-0,067;7,050;-0,143;0,754;-1,571;-0,0034;0,018;-0,038;7,050;-0,291;0,974;0,157;-0,0069;0,023;0,004;7,050;-0,481;0,628;3,299;-0,0115;0,015;0,079;7,050;-0,302;0,895;0,314;-0,0072;0,021;0,008;7,050;-0,430;0,770;2,199;-0,0103;0,018;0,053;7,050;0,251;-3,220;3,456;0,0060;-0,077;0,083;7,050;-0,080;0,911;-2,199;-0,0019;0,022;-0,052;7,050;-0,448;1,084;1,885;-0,0107;0,026;0,045;7,050;-0,058;0,141;-2,356;-0,0014;0,003;-0,056;7,050;-0,143;0,927;-1,571;-0,0034;0,022;-0,037;7,050;-0,110;0,848;-2,199;-0,0026;0,020;-0,052
7,100;-0,646;0,565;3,927;-0,0154;0,013;0,094;7,100;-0,533;-1,052;10,524;-0,0127;-0,025;0,251;7,100;-0,033;0,314;-2,670;-7,8750E-4;0,008;-0,064;7,100;-0,107;0,675;-1,885;-0,0025;0,016;-0,045;7,100;-0,242;0,974;-0,471;-0,0058;0,023;-0,011;7,100;-0,445;0,770;2,513;-0,0106;0,018;0,060;7,100;-0,256;0,895;-0,471;-0,0061;0,021;-0,011;7,100;-0,390;0,864;1,571;-0,0093;0,021;0,038;7,100;0,094;-3,016;5,027;0,0022;-0,072;0,120;7,100;-0,038;0,785;-2,513;-9,0000E-4;0,019;-0,060;7,100;-0,391;1,162;0,942;-0,0093;0,028;0,023;7,100;-0,055;0,031;-1,414;-0,0013;7,500E-4;-0,034;7,100;-0,097;0,833;-2,199;-0,0023;0,020;-0,052;7,100;-0,071;0,738;-2,356;-0,0017;0,018;-0,056
7,150;-0,613;0,738;2,985;-0,0146;0,018;0,071;7,150;-0,572;-0,518;10,053;-0,0137;-0,012;0,240;7,150;-0,020;0,188;-2,513;-4,8750E-4;0,005;-0,060;7,150;-0,075;0,565;-2,199;-0,0018;0,014;-0,052;7,150;-0,193;0,927;-1,414;-0,0046;0,022;-0,034;7,150;-0,404;0,880;2,042;-0,0096;0,021;0,049;7,150;-0,212;0,848;-1,257;-0,0051;0,020;-0,030;7,150;-0,344;0,927;0,942;-0,0082;0,022;0,023;7,150;-0,050;-2,717;6,754;-0,0012;-0,065;0,161;7,150;-0,002;0,660;-2,670;-3,7500E-5;0,016;-0,064;7,150;-0,331;1,178;1,044E-13;-0,0079;0,028;2,290E-15;7,150;-0,055;0,000;-0,314;-0,0013;0,000;-0,008;7,150;-0,060;0,707;-2,513;-0,0014;0,017;-0,060;7,150;-0,036;0,613;-2,827;-8,6250E-4;0,015;-0,068
