Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
90,400;3,814;0,055;-0,010;0,0910500;0,001;-2,344E-4;0,1;0,1092682;90,400;2,716;0,012;-0,010;0,0648375;2,812E-4;-2,344E-4;7,5;7,4922638;90,400;3,291;0,035;-0,020;0,0785625;8,437E-4;-4,688E-4;0,1;0,1288605;90,400;3,525;0,047;0,029;0,0841500;0,001;7,031E-4;0,3;0,2719879;4,520;-0,658;0,157;19,635;-0,0157125;0,004;0,469;0,1;0,1340179
90,600;3,823;0,047;-0,029;0,0912750;0,001;-7,031E-4;0,1;0,1232147;90,600;2,717;0,012;1,050E-15;0,0648750;2,812E-4;2,507E-17;6,4;6,4412079;90,600;3,296;0,031;0,020;0,0786750;7,500E-4;4,688E-4;0,1;0,0973358;90,600;3,536;0,059;0,039;0,0844125;0,001;9,375E-4;0,2;0,2026825;4,530;-0,655;0,157;-19,635;-0,0156375;0,004;-0,469;0,1;0,1230316
90,800;3,833;0,043;-0,010;0,0915000;0,001;-2,344E-4;0,1;0,0978088;90,800;2,721;0,012;1,050E-15;0,0649500;2,813E-4;2,507E-17;6,2;6,1933594;90,800;3,303;0,043;0,020;0,0788625;0,001;4,688E-4;0,1;0,0989380;90,800;3,548;0,063;-0,010;0,0847125;0,002;-2,344E-4;0,1;0,1192169;4,540;-0,655;-0,236;-23,562;-0,0156375;-0,006;-0,562;0,1;0,1193695
91,000;3,841;0,043;0,010;0,0916875;0,001;2,344E-4;0,1;0,0778198;91,000;2,722;0,012;0,010;0,0649875;2,813E-4;2,344E-4;5,1;5,0733185;91,000;3,313;0,039;-0,039;0,0790875;9,375E-4;-9,375E-4;0,1;0,1068726;91,000;3,561;0,055;-0,010;0,0850125;0,001;-2,344E-4;0,1;0,1085358;4,550;-0,660;-0,314;11,781;-0,0157500;-0,007;0,281;0,1;0,1204376
91,200;3,850;0,047;0,020;0,0919125;0,001;4,687E-4;0,1;0,0556030;91,200;2,725;0,016;0,010;0,0650625;3,750E-4;2,344E-4;4,7;4,7162323;91,200;3,319;0,027;-0,020;0,0792375;6,562E-4;-4,688E-4;0,1;0,1422424;91,200;3,570;0,059;0,029;0,0852375;0,001;7,031E-4;0,1;0,1094513;4,560;-0,661;0,000;15,708;-0,0157875;0,000;0,375;0,1;0,1093903
91,400;3,859;0,051;0,020;0,0921375;0,001;4,687E-4;0,1;0,0575714;91,400;2,728;0,016;0,000;0,0651375;3,750E-4;0,000;4,8;4,7864075;91,400;3,324;0,031;0,010;0,0793500;7,500E-4;2,344E-4;0,2;0,2490082;91,400;3,585;0,067;-0,010;0,0855750;0,002;-2,344E-4;0,1;0,1087646;4,570;-0,660;0,000;-15,708;-0,0157500;0,000;-0,375;0,1;0,1046143
91,600;3,870;0,055;-0,010;0,0924000;0,001;-2,344E-4;0,1;0,0642242;91,600;2,732;0,016;-0,010;0,0652125;3,750E-4;-2,344E-4;5,1;5,0706024;91,600;3,332;0,031;-0,010;0,0795375;7,500E-4;-2,344E-4;0,4;0,3537903;91,600;3,597;0,055;-0,039;0,0858750;0,001;-9,375E-4;0,1;0,1078339;4,580;-0,661;-0,314;-15,708;-0,0157875;-0,007;-0,375;0,1;0,1017151
91,800;3,881;0,047;-0,010;0,0926625;0,001;-2,344E-4;0,1;0,0647430;91,800;2,735;0,012;-0,020;0,0652875;2,813E-4;-4,688E-4;5,5;5,4637299;91,800;3,336;0,027;0,010;0,0796500;6,563E-4;2,344E-4;0,3;0,3325653;91,800;3,607;0,051;4,892E-15;0,0861000;0,001;1,166E-16;0,1;0,0975800;4,590;-0,666;-0,314;11,781;-0,0159000;-0,007;0,281;0,1;0,1000977
92,000;3,889;0,051;0,020;0,0928500;0,001;4,687E-4;0,1;0,0803986;92,000;2,736;0,008;-1,050E-15;0,0653250;1,875E-4;-2,507E-17;5,9;5,8702087;92,000;3,343;0,035;0,010;0,0798000;8,437E-4;2,344E-4;0,2;0,2045898;92,000;3,618;0,055;0,010;0,0863625;0,001;2,344E-4;0,1;0,0910187;4,600;-0,668;-0,079;15,708;-0,0159375;-0,002;0,375;0,1;0,0911407
92,200;3,902;0,055;-1,769E-15;0,0931500;0,001;-2,168E-17;0,2;0,1728973;92,200;2,738;0,012;0,010;0,0653625;2,812E-4;2,344E-4;6,7;6,7170105;92,200;3,351;0,031;-0,029;0,0799875;7,500E-4;-7,031E-4;0,2;0,1853638;92,200;3,629;0,055;-4,892E-15;0,0866250;0,001;-1,166E-16;0,1;0,1012878;4,610;-0,668;0,000;-7,854;-0,0159375;0,000;-0,188;0,1;0,0893097
92,400;3,911;0,051;-0,010;0,0933750;0,001;-2,344E-4;0,3;0,2542725;92,400;2,741;0,012;0,000;0,0654375;2,812E-4;0,000;8,7;8,6977234;92,400;3,355;0,024;-0,010;0,0801000;5,625E-4;-2,344E-4;0,1;0,1407776;92,400;3,640;0,055;0,010;0,0868875;0,001;2,344E-4;0,1;0,1306458;4,620;-0,668;-0,236;-27,489;-0,0159375;-0,006;-0,656;0,1;0,0850830
92,600;3,922;0,051;0,010;0,0936375;0,001;2,344E-4;0,2;0,2120209;92,600;2,743;0,012;0,010;0,0654750;2,812E-4;2,344E-4;11,1;11,0746613;92,600;3,360;0,027;0,029;0,0802125;6,562E-4;7,031E-4;0,1;0,1092834;92,600;3,651;0,059;0,010;0,0871500;0,001;2,344E-4;0,2;0,2104797;4,630;-0,672;-0,550;-15,708;-0,0160500;-0,013;-0,375;0,1;0,0819397
92,800;3,932;0,055;0,029;0,0938625;0,001;7,031E-4;0,1;0,0882111;92,800;2,746;0,016;0,010;0,0655500;3,750E-4;2,344E-4;13,9;13,9428558;92,800;3,366;0,035;0,029;0,0803625;8,437E-4;7,031E-4;0,1;0,0908813;92,800;3,663;0,059;5,239E-15;0,0874500;0,001;1,247E-16;0,3;0,2601929;4,640;-0,679;-0,550;19,635;-0,0162000;-0,013;0,469;0,1;0,0787354
93,000;3,944;0,063;-0,010;0,0941625;0,002;-2,344E-4;0,1;0,0688782;93,000;2,749;0,016;-0,010;0,0656250;3,750E-4;-2,344E-4;16,8;16,8007355;93,000;3,374;0,039;0,010;0,0805500;9,375E-4;2,344E-4;0,1;0,0835419;93,000;3,674;0,059;-5,239E-15;0,0877125;0,001;-1,247E-16;0,3;0,3313293;4,650;-0,683;-0,157;35,343;-0,0163125;-0,004;0,844;0,1;0,0794983
93,200;3,957;0,051;-0,029;0,0944625;0,001;-7,031E-4;0,1;0,0652466;93,200;2,752;0,012;-0,010;0,0657000;2,812E-4;-2,344E-4;20,1;20,1146698;93,200;3,382;0,039;-0,029;0,0807375;9,375E-4;-7,031E-4;0,1;0,0906982;93,200;3,687;0,059;-5,239E-15;0,0880125;0,001;-1,247E-16;0,3;0,2735748;4,660;-0,682;0,157;7,854;-0,0162750;0,004;0,187;0,1;0,0801086
93,400;3,965;0,051;0,029;0,0946500;0,001;7,031E-4;0,1;0,0559845;93,400;2,754;0,012;0,010;0,0657375;2,812E-4;2,344E-4;23,8;23,8173523;93,400;3,390;0,027;-0,039;0,0809250;6,562E-4;-9,375E-4;0,1;0,1030426;93,400;3,698;0,059;0,020;0,0882750;0,001;4,688E-4;0,1;0,1433411;4,670;-0,680;0,000;-27,489;-0,0162375;0,000;-0,656;0,1;0,0803070
93,600;3,977;0,063;0,010;0,0949500;0,001;2,344E-4;0,1;0,0509796;93,600;2,757;0,016;0,010;0,0658125;3,750E-4;2,344E-4;26,5;26,5005188;93,600;3,393;0,024;0,010;0,0810000;5,625E-4;2,344E-4;0,1;0,1221161;93,600;3,710;0,067;0,010;0,0885750;0,002;2,344E-4;0,1;0,0942841;4,680;-0,682;-0,393;-23,562;-0,0162750;-0,009;-0,563;0,1;0,0835114
93,800;3,990;0,055;-0,049;0,0952500;0,001;-0,001;0,1;0,0530090;93,800;2,760;0,016;-0,010;0,0658875;3,750E-4;-2,344E-4;27,3;27,2568970;93,800;3,399;0,031;0,020;0,0811500;7,500E-4;4,688E-4;0,2;0,1561127;93,800;3,724;0,063;8,708E-15;0,0889125;0,002;1,415E-16;0,1;0,0951233;4,690;-0,688;-0,471;7,854;-0,0164250;-0,011;0,188;0,1;0,0877838
94,000;3,999;0,043;-4,892E-15;0,0954750;0,001;-1,166E-16;0,1;0,0562744;94,000;2,763;0,012;-0,020;0,0659625;2,813E-4;-4,688E-4;27,2;27,1707916;94,000;3,405;0,031;0,010;0,0813000;7,500E-4;2,344E-4;0,2;0,2078094;94,000;3,735;0,067;0,029;0,0891750;0,002;7,031E-4;0,1;0,1369629;4,700;-0,691;-0,236;19,635;-0,0165000;-0,006;0,469;0,1;0,0925140
94,200;4,007;0,055;0,059;0,0956625;0,001;0,001;0,1;0,0597839;94,200;2,765;0,008;-1,050E-15;0,0660000;1,875E-4;-2,507E-17;26,2;26,1913452;94,200;3,412;0,035;0,020;0,0814500;8,437E-4;4,687E-4;0,3;0,3021851;94,200;3,751;0,075;-0,020;0,0895500;0,002;-4,688E-4;0,2;0,2099457;4,710;-0,693;-0,079;3,927;-0,0165375;-0,002;0,094;0,1;0,0982056
94,400;4,021;0,067;0,010;0,0960000;0,002;2,344E-4;0,1;0,0509338;94,400;2,766;0,012;0,029;0,0660375;2,812E-4;7,031E-4;22,5;22,5040436;94,400;3,420;0,039;-0,010;0,0816375;9,375E-4;-2,344E-4;0,3;0,3292236;94,400;3,765;0,059;-0,029;0,0898875;0,001;-7,031E-4;0,2;0,2057343;4,720;-0,693;-0,157;-7,854;-0,0165375;-0,004;-0,188;0,1;0,1007080
94,600;4,034;0,059;-0,039;0,0963000;0,001;-9,375E-4;0,1;0,0617065;94,600;2,769;0,020;0,010;0,0661125;4,688E-4;2,344E-4;16,7;16,6583862;94,600;3,427;0,031;-0,049;0,0818250;7,500E-4;-0,001;0,3;0,3101044;94,600;3,775;0,063;0,039;0,0901125;0,001;9,375E-4;0,1;0,1081543;4,730;-0,696;-0,236;3,927;-0,0166125;-0,006;0,094;0,1;0,0996857
94,800;4,045;0,051;-0,020;0,0965625;0,001;-4,687E-4;0,1;0,0636292;94,800;2,774;0,016;-0,020;0,0662250;3,750E-4;-4,688E-4;11,8;11,7767181;94,800;3,432;0,020;-0,010;0,0819375;4,688E-4;-2,344E-4;0,3;0,2698975;94,800;3,790;0,075;-0,010;0,0904875;0,002;-2,344E-4;0,1;0,0823364;4,740;-0,697;-0,079;11,781;-0,0166500;-0,002;0,281;0,1;0,1022797
95,000;4,054;0,051;0,010;0,0967875;0,001;2,344E-4;0,1;0,0616150;95,000;2,776;0,012;-0,010;0,0662625;2,813E-4;-2,344E-4;9,2;9,2071991;95,000;3,435;0,027;0,059;0,0820125;6,563E-4;0,001;0,2;0,1621552;95,000;3,804;0,059;-0,039;0,0908250;0,001;-9,375E-4;0,1;0,0855408;4,750;-0,697;0,000;-7,854;-0,0166500;0,000;-0,187;0,1;0,1044159
95,200;4,065;0,055;0,010;0,0970500;0,001;2,344E-4;0,1;0,1065063;95,200;2,779;0,012;-0,010;0,0663375;2,812E-4;-2,344E-4;7,3;7,2825165;95,200;3,443;0,043;0,049;0,0822000;0,001;0,001;0,1;0,0910950;95,200;3,814;0,059;0,020;0,0910500;0,001;4,687E-4;0,1;0,0904694;4,760;-0,697;-0,236;-19,635;-0,0166500;-0,006;-0,469;0,1;0,1107788
95,400;4,076;0,055;0,020;0,0973125;0,001;4,688E-4;0,1;0,1440125;95,400;2,780;0,008;0,000;0,0663750;1,875E-4;0,000;5,9;5,9091187;95,400;3,453;0,047;-0,010;0,0824250;0,001;-2,344E-4;0,1;0,0690918;95,400;3,828;0,067;0,000;0,0913875;0,002;-8,674E-17;0,1;0,1095581;4,770;-0,702;-0,393;7,854;-0,0167625;-0,009;0,187;0,1;0,1134644
95,600;4,087;0,063;0,020;0,0975750;0,001;4,688E-4;0,1;0,0980682;95,600;2,782;0,012;0,020;0,0664125;2,812E-4;4,688E-4;4,3;4,3199615;95,600;3,462;0,039;-0,039;0,0826500;9,375E-4;-9,375E-4;0,1;0,0687103;95,600;3,841;0,059;-0,039;0,0916875;0,001;-9,375E-4;0,1;0,1279449;4,780;-0,705;-0,079;27,489;-0,0168375;-0,002;0,656;0,1;0,1111298
95,800;4,101;0,063;-0,029;0,0979125;0,002;-7,031E-4;0,1;0,0762329;95,800;2,785;0,016;1,050E-15;0,0664875;3,750E-4;2,507E-17;3,3;3,3181610;95,800;3,468;0,031;-0,020;0,0828000;7,500E-4;-4,687E-4;0,1;0,0785217;95,800;3,852;0,051;5,239E-15;0,0919500;0,001;2,114E-16;0,1;0,1123657;4,790;-0,704;0,157;1,749E-13;-0,0168000;0,004;4,163E-15;0,1;0,1166687
96,000;4,112;0,051;-0,039;0,0981750;0,001;-9,375E-4;0,1;0,0545654;96,000;2,788;0,012;-4,172E-15;0,0665625;2,813E-4;-1,199E-16;2,7;2,6627808;96,000;3,475;0,031;0,010;0,0829500;7,500E-4;2,344E-4;0,1;0,1023560;96,000;3,861;0,059;0,049;0,0921750;0,001;0,001;0,1;0,0977173;4,800;-0,702;-0,079;-31,416;-0,0167625;-0,002;-0,750;0,1;0,1208954
96,200;4,122;0,047;0,010;0,0984000;0,001;2,344E-4;0,1;0,0500946;96,200;2,790;0,016;0,010;0,0666000;3,750E-4;2,344E-4;2,1;2,1250305;96,200;3,481;0,035;0,020;0,0831000;8,437E-4;4,687E-4;0,1;0,1491852;96,200;3,875;0,071;0,010;0,0925125;0,002;2,344E-4;0,1;0,0798645;4,810;-0,705;-0,471;-11,781;-0,0168375;-0,011;-0,281;0,1;0,1252136
96,400;4,131;0,055;0,039;0,0986250;0,001;9,375E-4;0,1;0,0517273;96,400;2,794;0,016;-0,010;0,0667125;3,750E-4;-2,344E-4;1,9;1,8638763;96,400;3,489;0,039;0,000;0,0832875;9,375E-4;0,000;0,3;0,2778015;96,400;3,889;0,063;-0,010;0,0928500;0,001;-2,344E-4;0,1;0,0948181;4,820;-0,712;-0,314;23,562;-0,0169875;-0,008;0,563;0,1;0,1261292
96,600;4,144;0,063;4,892E-15;0,0989250;0,001;1,166E-16;0,1;0,0777588;96,600;2,796;0,012;4,172E-15;0,0667500;2,812E-4;1,199E-16;1,4;1,4478912;96,600;3,497;0,035;6,262E-15;0,0834750;8,437E-4;1,699E-16;0,4;0,3613434;96,600;3,900;0,067;0,029;0,0931125;0,002;7,031E-4;0,2;0,1786041;4,830;-0,712;0,000;7,854;-0,0169875;0,000;0,188;0,1;0,1270447
96,800;4,156;0,055;-0,049;0,0992250;0,001;-0,001;0,1;0,0965271;96,800;2,799;0,016;1,050E-15;0,0668250;3,750E-4;2,507E-17;1,3;1,2540894;96,800;3,503;0,039;5,915E-15;0,0836250;9,375E-4;1,618E-16;0,5;0,4687805;96,800;3,916;0,075;-0,020;0,0934875;0,002;-4,687E-4;0,3;0,2551422;4,840;-0,712;-0,157;-27,489;-0,0169875;-0,004;-0,656;0,1;0,1281738
97,000;4,166;0,043;-4,892E-15;0,0994500;0,001;-1,166E-16;0,1;0,1228180;97,000;2,802;0,012;-0,020;0,0669000;2,813E-4;-4,688E-4;1,1;1,0845184;97,000;3,512;0,035;-0,039;0,0838500;8,438E-4;-9,375E-4;0,4;0,4263306;97,000;3,930;0,059;-0,020;0,0938250;0,001;-4,688E-4;0,2;0,2489014;4,850;-0,715;-0,550;-15,708;-0,0170625;-0,013;-0,375;0,1;0,1232300
97,200;4,174;0,055;0,039;0,0996375;0,001;9,375E-4;0,1;0,1025391;97,200;2,804;0,008;-1,050E-15;0,0669375;1,875E-4;-2,507E-17;1,1;1,0920868;97,200;3,517;0,024;-3,140E-15;0,0839625;5,625E-4;-7,508E-17;0,3;0,3016510;97,200;3,940;0,067;0,049;0,0940500;0,002;0,001;0,2;0,1562653;4,860;-0,723;-0,471;27,489;-0,0172500;-0,011;0,656;0,1;0,1231232
97,400;4,188;0,059;0,000;0,0999750;0,001;0,000;0,1;0,0612793;97,400;2,805;0,012;0,020;0,0669750;2,812E-4;4,688E-4;1,0;0,9512482;97,400;3,522;0,035;0,049;0,0840750;8,437E-4;0,001;0,2;0,1502991;97,400;3,957;0,079;-0,010;0,0944625;0,002;-2,344E-4;0,1;0,0795135;4,870;-0,724;0,000;31,416;-0,0172875;0,000;0,750;0,1;0,1176910
97,600;4,197;0,055;-0,020;0,1002000;0,001;-4,688E-4;0,1;0,0561829;97,600;2,809;0,016;0,010;0,0670500;3,750E-4;2,344E-4;0,8;0,8326874;97,600;3,531;0,043;0,010;0,0843000;0,001;2,344E-4;0,1;0,1053467;97,600;3,971;0,063;-0,039;0,0948000;0,001;-9,375E-4;0,1;0,0662079;4,880;-0,723;0,157;-3,927;-0,0172500;0,004;-0,094;0,1;0,1162567
97,800;4,210;0,051;-0,020;0,1005000;0,001;-4,687E-4;0,1;0,0564880;97,800;2,812;0,016;1,396E-15;0,0671250;3,750E-4;3,320E-17;0,8;0,8023987;97,800;3,539;0,039;3,834E-15;0,0844875;9,375E-4;9,162E-17;0,1;0,0899506;97,800;3,982;0,063;0,039;0,0950625;0,002;9,375E-4;0,1;0,0732880;4,890;-0,721;-0,079;-31,416;-0,0172125;-0,002;-0,750;0,1;0,1136169
98,000;4,218;0,047;0,020;0,1006875;0,001;4,687E-4;0,1;0,0538177;98,000;2,815;0,016;-0,010;0,0672000;3,750E-4;-2,344E-4;0,8;0,8073425;98,000;3,547;0,043;-7,112E-16;0,0846750;0,001;3,524E-18;0,1;0,0705719;98,000;3,996;0,079;0,020;0,0954000;0,002;4,687E-4;0,1;0,0763397;4,900;-0,724;-0,471;-19,635;-0,0172875;-0,011;-0,469;0,1;0,1026306
98,200;4,229;0,059;0,020;0,1009500;0,001;4,687E-4;0,1;0,0642548;98,200;2,818;0,012;-0,010;0,0672750;2,812E-4;-2,344E-4;0,9;0,8532715;98,200;3,556;0,039;-0,039;0,0849000;9,375E-4;-9,375E-4;0,1;0,0708160;98,200;4,013;0,071;-0,049;0,0958125;0,002;-0,001;0,1;0,0792847;4,910;-0,730;-0,471;15,708;-0,0174375;-0,011;0,375;0,1;0,0977478
98,400;4,241;0,055;-0,020;0,1012500;0,001;-4,687E-4;0,1;0,0661011;98,400;2,820;0,012;0,010;0,0673125;2,812E-4;2,344E-4;1,0;0,9722748;98,400;3,563;0,027;-0,010;0,0850500;6,562E-4;-2,344E-4;0,1;0,0711823;98,400;4,024;0,059;0,010;0,0960750;0,001;2,344E-4;0,1;0,0712128;4,920;-0,734;-0,157;19,635;-0,0175125;-0,004;0,469;0,1;0,0915985
98,600;4,251;0,051;0,010;0,1014750;0,001;2,344E-4;0,1;0,0627441;98,600;2,823;0,016;0,010;0,0673875;3,750E-4;2,344E-4;1,2;1,1738892;98,600;3,567;0,035;0,049;0,0851625;8,437E-4;0,001;0,1;0,0712128;98,600;4,037;0,075;0,029;0,0963750;0,002;7,031E-4;0,1;0,0649567;4,930;-0,734;-0,079;0,000;-0,0175125;-0,002;0,000;0,1;0,0933228
98,800;4,262;0,059;0,020;0,1017375;0,001;4,688E-4;0,1;0,0525360;98,800;2,826;0,016;1,396E-15;0,0674625;3,750E-4;3,320E-17;1,3;1,3487396;98,800;3,577;0,047;0,020;0,0853875;0,001;4,688E-4;0,1;0,0731812;98,800;4,054;0,071;-0,010;0,0967875;0,002;-2,344E-4;0,1;0,0769043;4,940;-0,735;-0,157;-3,927;-0,0175500;-0,004;-0,094;0,1;0,0902710
99,000;4,274;0,059;-0,020;0,1020375;0,001;-4,688E-4;0,0;0,0474701;99,000;2,829;0,016;-1,396E-15;0,0675375;3,750E-4;-3,320E-17;1,9;1,8884277;99,000;3,586;0,043;-0,020;0,0856125;0,001;-4,688E-4;0,1;0,0785065;99,000;4,065;0,071;0,029;0,0970500;0,002;7,031E-4;0,1;0,0946808;4,950;-0,737;-0,157;0,000;-0,0175875;-0,004;0,000;0,1;0,0917511
99,200;4,285;0,051;-0,020;0,1023000;0,001;-4,688E-4;0,0;0,0471497;99,200;2,832;0,016;-1,396E-15;0,0676125;3,750E-4;-3,320E-17;2,4;2,3849640;99,200;3,594;0,039;-0,029;0,0858000;9,375E-4;-7,031E-4;0,1;0,0724945;99,200;4,083;0,082;-0,029;0,0974625;0,002;-7,031E-4;0,1;0,1403503;4,960;-0,738;-0,157;3,927;-0,0176250;-0,004;0,094;0,1;0,0907898
99,400;4,295;0,051;0,010;0,1025250;0,001;2,344E-4;0,1;0,0501099;99,400;2,835;0,016;0,010;0,0676875;3,750E-4;2,344E-4;3,1;3,0595703;99,400;3,602;0,031;-0,020;0,0859875;7,500E-4;-4,687E-4;0,1;0,0641022;99,400;4,098;0,059;-0,069;0,0978375;0,001;-0,002;0,2;0,1513214;4,970;-0,740;-0,079;0,000;-0,0176625;-0,002;0,000;0,1;0,0918579
99,600;4,306;0,055;4,545E-15;0,1027875;0,001;1,084E-16;0,1;0,0543365;99,600;2,838;0,020;-1,379E-15;0,0677625;4,688E-4;-5,353E-17;3,8;3,8108521;99,600;3,607;0,031;0,029;0,0861000;7,500E-4;7,031E-4;0,1;0,0573883;99,600;4,106;0,055;0,029;0,0980250;0,001;7,031E-4;0,1;0,1061859;4,980;-0,740;-0,157;-7,854;-0,0176625;-0,004;-0,187;0,1;0,0885925
99,800;4,317;0,051;-0,020;0,1030500;0,001;-4,687E-4;0,1;0,0853271;99,800;2,843;0,016;-0,010;0,0678750;3,750E-4;-2,344E-4;4,0;3,9686584;99,800;3,614;0,043;0,049;0,0862875;0,001;0,001;0,1;0,0570679;99,800;4,120;0,071;0,029;0,0983625;0,002;7,031E-4;0,1;0,0696411;4,990;-0,743;-0,236;6,981E-13;-0,0177375;-0,006;1,665E-14;0,1;0,0891571
100,000;4,326;0,047;0,010;0,1032750;0,001;2,344E-4;0,1;0,1222534;100,000;2,845;0,016;0,010;0,0679125;3,750E-4;2,344E-4;4,0;3,9892273;100,000;3,624;0,051;-3,834E-15;0,0865125;0,001;-9,162E-17;0,1;0,0656586;100,000;4,134;0,067;-0,020;0,0987000;0,002;-4,688E-4;0,1;0,0714417;5,000;-0,745;-0,157;3,927;-0,0177750;-0,004;0,094;0,1;0,0865173
100,200;4,335;0,055;0,039;0,1035000;0,001;9,375E-4;0,1;0,1099854;100,200;2,849;0,020;0,010;0,0680250;4,688E-4;2,344E-4;3,4;3,4212189;100,200;3,635;0,043;-0,059;0,0867750;0,001;-0,001;0,1;0,0717468;100,200;4,147;0,063;0,029;0,0990000;0,001;7,031E-4;0,1;0,0838470;5,010;-0,746;-0,157;-6,981E-13;-0,0178125;-0,004;-1,665E-14;0,1;0,0871277
100,400;4,348;0,063;0,010;0,1038000;0,001;2,344E-4;0,1;0,0613403;100,400;2,853;0,020;0,010;0,0681000;4,688E-4;2,344E-4;2,3;2,3201904;100,400;3,641;0,027;-0,039;0,0869250;6,562E-4;-9,375E-4;0,1;0,0777588;100,400;4,159;0,079;0,029;0,0993000;0,002;7,031E-4;0,1;0,1300354;5,020;-0,748;-0,157;3,497E-13;-0,0178500;-0,004;8,327E-15;0,1;0,0867615
100,600;4,361;0,059;-0,039;0,1041000;0,001;-9,375E-4;0,1;0,0511169;100,600;2,857;0,024;0,020;0,0682125;5,625E-4;4,687E-4;1,3;1,3479462;100,600;3,646;0,027;0,029;0,0870375;6,562E-4;7,031E-4;0,1;0,0927582;100,600;4,178;0,075;-0,049;0,0997500;0,002;-0,001;0,1;0,1336670;5,030;-0,749;-0,157;3,497E-13;-0,0178875;-0,004;8,327E-15;0,1;0,0871277
100,800;4,372;0,047;5,239E-15;0,1043625;0,001;1,247E-16;0,0;0,0481415;100,800;2,862;0,027;0,010;0,0683250;6,563E-4;2,344E-4;0,8;0,8419189;100,800;3,652;0,039;0,039;0,0871875;9,375E-4;9,375E-4;0,1;0,1090851;100,800;4,189;0,059;-0,010;0,1000125;0,001;-2,344E-4;0,1;0,0892029;5,040;-0,751;-0,157;-3,927;-0,0179250;-0,004;-0,094;0,1;0,0872192
101,000;4,379;0,059;0,039;0,1045500;0,001;9,375E-4;0,0;0,0460358;101,000;2,868;0,027;-0,010;0,0684750;6,563E-4;-2,344E-4;0,7;0,6872406;101,000;3,662;0,043;-6,262E-15;0,0874125;0,001;-1,699E-16;0,2;0,1915283;101,000;4,202;0,071;0,029;0,1003125;0,002;7,031E-4;0,1;0,0654449;5,050;-0,752;-0,236;-7,854;-0,0179625;-0,006;-0,188;0,1;0,0840149
101,200;4,395;0,063;-0,010;0,1049250;0,001;-2,344E-4;0,0;0,0455475;101,200;2,873;0,024;-0,010;0,0685875;5,625E-4;-2,344E-4;0,6;0,6394501;101,200;3,669;0,039;-0,020;0,0876000;9,375E-4;-4,688E-4;0,3;0,2907257;101,200;4,218;0,071;-0,010;0,1006875;0,002;-2,344E-4;0,1;0,0627289;5,060;-0,756;-0,314;-3,927;-0,0180375;-0,008;-0,094;0,1;0,0823364
101,400;4,405;0,055;-0,020;0,1051500;0,001;-4,688E-4;0,1;0,0505371;101,400;2,878;0,024;-0,010;0,0687000;5,625E-4;-2,344E-4;0,6;0,6024780;101,400;3,677;0,035;-0,029;0,0877875;8,437E-4;-7,031E-4;0,3;0,3024597;101,400;4,230;0,067;0,020;0,1009875;0,002;4,688E-4;0,1;0,0593414;5,070;-0,759;-0,314;3,927;-0,0181125;-0,008;0,094;0,1;0,0818329
101,600;4,417;0,055;0,010;0,1054500;0,001;2,344E-4;0,1;0,0624542;101,600;2,882;0,020;-0,029;0,0688125;4,688E-4;-7,031E-4;0,5;0,5354156;101,600;3,684;0,027;-0,029;0,0879375;6,562E-4;-7,031E-4;0,3;0,2655182;101,600;4,244;0,079;0,020;0,1013250;0,002;4,688E-4;0,1;0,0639954;5,080;-0,762;-0,236;11,781;-0,0181875;-0,006;0,281;0,1;0,0840149
